adjusted_stat_amount,Time Played,Time,season,team,stat_name,stat_amount
559.758595535,443.712951378,4139.535641398,2,London Spitfire,Time Alive,248372.138483896
7470.623096833,470.070915179,58528.71060143,2,Shanghai Dragons,Healing Done,3511722.6360858
13.921945149,402.458129245,93.383333333,2,Dallas Fuel,Defensive Assists,5603
17.729859505,619.237845445,182.983333333,2,San Francisco Shock,Defensive Assists,10979
549.432948752,382.373863434,3501.479988539,2,Houston Outlaws,Time Alive,210088.799312316
7986.276295375,379.634997627,50531.166374052,2,Washington Justice,Healing Done,3031869.98244314
9.568213641,619.237845445,98.75,2,San Francisco Shock,Offensive Assists,5925
559.223970051,501.741598067,4676.432140183,2,Seoul Dynasty,Time Alive,280585.928411004
13.511740992,384.776469832,86.65,2,Florida Mayhem,Defensive Assists,5199
4.882773229,383.798286756,31.233333333,2,Toronto Defiant,Deaths,1874
5.026294879,384.776469832,32.233333333,2,Florida Mayhem,Deaths,1934
8511.526113690,505.68807797,71736.28801706,2,New York Excelsior,All Damage Done,4304177.2810236
600.000000000,405.409546213,4054.095462133,2,Guangzhou Charge,Time Played,243245.727727961
