adjusted_stat_amount,Time Played,Time,season,team,stat_name,stat_amount
10467.316869651,414.776487437,72359.948734733,1,Florida Mayhem,All Damage Done,4341596.924084
600.000000000,419.150453217,4191.50453217,1,Seoul Dynasty,Time Played,251490.271930178
6.125270208,404.390323329,41.283333333,1,San Francisco Shock,Deaths,2477
600.000000001,414.776487437,4147.764874374,1,Florida Mayhem,Time Played,248865.892462411
5.330876917,516.612940566,45.9,1,New York Excelsior,Deaths,2754
1.182026306,404.390323329,7.966666667,1,San Francisco Shock,Solo Kills,478
270.233434326,516.612940566,2326.76815244,1,New York Excelsior,Time Alive,139606.089146423
10186.109861897,364.725451509,61918.891975013,1,Shanghai Dragons,All Damage Done,3715133.51850079
8.021187557,414.776487437,55.45,1,Florida Mayhem,Final Blows,3327
600.000000000,364.725451509,3647.254515088,1,Shanghai Dragons,Time Played,218835.270905271
1.587495464,364.725451509,9.65,1,Shanghai Dragons,Critical Hit Kills,579
8.882252116,419.150453217,62.05,1,Seoul Dynasty,Final Blows,3723
7.460406146,364.725451509,45.35,1,Shanghai Dragons,Deaths,2721
17.498224707,503.422498434,146.816666667,1,Philadelphia Fusion,Eliminations,8809
17.859383287,477.676068826,142.183333333,1,Boston Uprising,Eliminations,8531
1.778065197,447.67762254,13.266666667,1,Los Angeles Gladiators,Critical Hit Kills,796
1.411666487,402.361326406,9.466666667,1,Dallas Fuel,Solo Kills,568
8.473185741,472.077459662,66.666666667,1,Los Angeles Valiant,Final Blows,4000
16.700649096,472.077459662,131.4,1,Los Angeles Valiant,Eliminations,7884
269.335786249,472.077459662,2119.122562807,1,Los Angeles Valiant,Time Alive,127147.353768434
9.060850848,417.510459409,63.05,1,Houston Outlaws,Final Blows,3783
10433.672072606,503.422498434,87542.421043873,1,Philadelphia Fusion,All Damage Done,5252545.2626324
557.233791166,220.516078992,2047.983511831,2,Guangzhou Charge,Time Alive,122879.01070984
7.059885301,157.792931818,18.566666667,2,Los Angeles Valiant,Final Blows,1114
16.631897698,158.911511359,44.05,2,Florida Mayhem,Eliminations,2643
544.022645662,188.436071389,1708.558168252,2,Vancouver Titans,Time Alive,102513.490095117
1.906710830,158.387939702,5.033333333,2,Paris Eternal,Critical Hit Kills,302
18.016118124,192.216768131,57.716666667,2,New York Excelsior,Eliminations,3463
5.950836892,157.792931818,15.65,2,Los Angeles Valiant,Deaths,939
549.822664064,180.76646069,1656.491616499,2,San Francisco Shock,Time Alive,99389.496989912
600.000000001,257.961717952,2579.617179524,2,Chengdu Hunters,Time Played,154777.030771453
545.903426340,146.207333668,1330.251406757,2,Dallas Fuel,Time Alive,79815.084405404
600.000000000,192.216768131,1922.16768131,2,New York Excelsior,Time Played,115330.060878625
1.322024197,296.514996462,6.533333333,2,Shanghai Dragons,Critical Hit Kills,392
600.000000000,154.983305467,1549.833054669,2,Washington Justice,Time Played,92989.983280159
5.717907433,146.207333668,13.933333333,2,Dallas Fuel,Deaths,836
1.578802973,202.685202341,5.333333333,2,Houston Outlaws,Critical Hit Kills,320
18.061459183,182.820223251,55.033333333,2,Hangzhou Spark,Eliminations,3302
11483.763170905,158.387939702,30314.826477755,2,Paris Eternal,All Damage Done,1818889.58866529
599.999999999,162.248828986,1622.488289857,2,Atlanta Reign,Time Played,97349.297391411
540.832215243,167.259518177,1507.655595602,2,Toronto Defiant,Time Alive,90459.335736112
543.821093718,158.387939702,1435.578376674,2,Paris Eternal,Time Alive,86134.702600443
599.999999999,182.140012594,1821.400125936,2,Los Angeles Gladiators,Time Played,109284.007556142
0.884852483,167.259518177,2.466666667,2,Toronto Defiant,Solo Kills,148
12377.454289984,146.207333668,30161.243155603,2,Dallas Fuel,All Damage Done,1809674.58933617
17.712994072,220.516078992,65.1,2,Guangzhou Charge,Eliminations,3906
1.729438774,182.140012594,5.25,2,Los Angeles Gladiators,Critical Hit Kills,315
7.860180753,182.820223251,23.95,2,Hangzhou Spark,Final Blows,1437
0.870107762,296.514996462,4.3,2,Shanghai Dragons,Solo Kills,258
17.016535791,202.685202341,57.483333333,2,Houston Outlaws,Eliminations,3449
0.836808012,164.912378885,2.3,2,Boston Uprising,Solo Kills,138
0.702332067,192.216768131,2.25,2,New York Excelsior,Solo Kills,135
1.186783687,179.476683405,3.55,2,Seoul Dynasty,Critical Hit Kills,213
15.920967005,257.961717952,68.45,2,Chengdu Hunters,Eliminations,4107
5.379154576,296.514996462,26.583333333,2,Shanghai Dragons,Deaths,1595
11484.492522774,164.912378885,31565.58303696,2,Boston Uprising,All Damage Done,1893934.98221759
5.161355688,180.76646069,15.55,2,San Francisco Shock,Deaths,933
13725.630607463,179.476683405,41057.17765116,2,Seoul Dynasty,All Damage Done,2463430.6590696
600.000000001,158.387939702,1583.879397023,2,Paris Eternal,Time Played,95032.763821385
548.091299563,159.619914983,1458.10477732,2,Philadelphia Fusion,Time Alive,87486.286639209
600.000000000,182.820223251,1828.20223251,2,Hangzhou Spark,Time Played,109692.133950619
0.824358153,158.911511359,2.183333333,2,Florida Mayhem,Solo Kills,131
1.534148023,164.912378885,4.216666667,2,Boston Uprising,Critical Hit Kills,253
9.869087403,180.76646069,29.733333333,2,San Francisco Shock,Final Blows,1784
542.910855355,157.792931818,1427.791593039,2,Los Angeles Valiant,Time Alive,85667.495582355
7.605601888,162.248828986,20.566666667,2,Atlanta Reign,Final Blows,1234
19.826352632,188.436071389,62.266666667,2,Vancouver Titans,Eliminations,3736
8.074217536,192.216768131,25.866666667,2,New York Excelsior,Final Blows,1552
6.749989551,167.259518177,18.816666667,2,Toronto Defiant,Final Blows,1129
11725.190980215,167.259518177,32685.829898067,2,Toronto Defiant,All Damage Done,1961149.79388402
2.183605184,158.911511359,5.783333333,2,Florida Mayhem,Critical Hit Kills,347
5.803081651,164.912378885,15.95,2,Boston Uprising,Deaths,957
17.209632020,159.619914983,45.783333333,2,Philadelphia Fusion,Eliminations,2747
17.300979921,296.514996462,85.5,2,Shanghai Dragons,Eliminations,5130
600.000000000,182.601377966,1826.013779661,2,London Spitfire,Time Played,109560.826779654
5.272939628,182.820223251,16.066666667,2,Hangzhou Spark,Deaths,964
11617.113234047,154.983305467,30007.643483284,2,Washington Justice,All Damage Done,1800458.60899706
8.103655968,182.140012594,24.6,2,Los Angeles Gladiators,Final Blows,1476
599.999999999,167.259518177,1672.595181767,2,Toronto Defiant,Time Played,100355.710906031
600.000000000,179.476683405,1794.766834051,2,Seoul Dynasty,Time Played,107686.010043055
1.883300893,167.259518177,5.25,2,Toronto Defiant,Critical Hit Kills,315
11921.059365288,159.619914983,31713.974706577,2,Philadelphia Fusion,All Damage Done,1902838.4823946
0.936466098,182.601377966,2.85,2,London Spitfire,Solo Kills,171
13021.234735506,257.961717952,55983.001370457,2,Chengdu Hunters,All Damage Done,3358980.08222742
0.856483964,182.140012594,2.6,2,Los Angeles Gladiators,Solo Kills,156
600.000000002,157.792931818,1577.929318185,2,Los Angeles Valiant,Time Played,94675.759091078
