season,stage,map_winner,map_loser,map_name,map_type,match_count
2,Three,Boston Uprising,Philadelphia Fusion,Havana,Escort,2
3,OWL 2020 Regular Season,Houston Outlaws,Dallas Fuel,Eichenwalde,Hybrid,2
2,One,Vancouver Titans,Paris Eternal,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Los Angeles Valiant,Ilios,Control,2
2,Four,Boston Uprising,New York Excelsior,King's Row,Hybrid,2
2,Three,Atlanta Reign,Philadelphia Fusion,Havana,Escort,2
2,One,Hangzhou Spark,London Spitfire,Dorado,Escort,2
2,Three,London Spitfire,Toronto Defiant,Watchpoint: Gibraltar,Escort,2
2,Two,Los Angeles Gladiators,Seoul Dynasty,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Seoul Dynasty,Hangzhou Spark,Volskaya Industries,Assault,4
2,Two,Los Angeles Gladiators,Guangzhou Charge,Lijiang Tower,Control,3
2,Two - Title,San Francisco Shock,Shanghai Dragons,Rialto,Escort,2
1,Two,Philadelphia Fusion,Dallas Fuel,Lijiang Tower,Control,2
2,One - Title,Vancouver Titans,Seoul Dynasty,Temple of Anubis,Assault,4
1,Three,Seoul Dynasty,Philadelphia Fusion,Temple of Anubis,Assault,2
2,Four,draw,draw,Volskaya Industries,Assault,4
3,OWL 2020 Regular Season,Dallas Fuel,Washington Justice,Ilios,Control,2
1,Three,Shanghai Dragons,Boston Uprising,Route 66,Escort,2
2,Two,Shanghai Dragons,Florida Mayhem,Eichenwalde,Hybrid,2
2,Two - Title,Vancouver Titans,Dallas Fuel,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,San Francisco Shock,Toronto Defiant,Hanamura,Assault,2
2,Four,Toronto Defiant,Washington Justice,Temple of Anubis,Assault,2
2,Two,Philadelphia Fusion,Houston Outlaws,Eichenwalde,Hybrid,2
2,One,Hangzhou Spark,Los Angeles Gladiators,Volskaya Industries,Assault,4
1,Four,Houston Outlaws,Philadelphia Fusion,Horizon Lunar Colony,Assault,2
2,Season 2 Championship,New York Excelsior,London Spitfire,Busan,Control,2
2,One,draw,draw,Temple of Anubis,Assault,13
2,Three,Guangzhou Charge,Shanghai Dragons,Hollywood,Hybrid,2
1,Four,Los Angeles Gladiators,London Spitfire,Oasis,Control,2
1,Two,Los Angeles Gladiators,San Francisco Shock,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Paris Eternal,Atlanta Reign,King's Row,Hybrid,2
2,Three - Title,San Francisco Shock,Los Angeles Valiant,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,New York Excelsior,London Spitfire,King's Row,Hybrid,2
1,Two,London Spitfire,Seoul Dynasty,Lijiang Tower,Control,2
2,Four,Florida Mayhem,Toronto Defiant,Busan,Control,2
1,Two,Florida Mayhem,San Francisco Shock,Volskaya Industries,Assault,2
1,Inaugural Championship,Philadelphia Fusion,Boston Uprising,Dorado,Escort,2
1,Four - Title,Los Angeles Valiant,Los Angeles Gladiators,Watchpoint: Gibraltar,Escort,2
2,Three,Vancouver Titans,Los Angeles Gladiators,Ilios,Control,4
2,Three,Shanghai Dragons,Los Angeles Valiant,Horizon Lunar Colony,Assault,2
2,Two,New York Excelsior,Washington Justice,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Guangzhou Charge,Vancouver Titans,Nepal,Control,3
1,Inaugural Championship,London Spitfire,Philadelphia Fusion,Lijiang Tower,Control,2
2,One,Boston Uprising,Florida Mayhem,Numbani,Hybrid,2
1,Four,New York Excelsior,Florida Mayhem,Watchpoint: Gibraltar,Escort,2
2,Four,Houston Outlaws,Philadelphia Fusion,Temple of Anubis,Assault,2
1,Three,Philadelphia Fusion,Dallas Fuel,Temple of Anubis,Assault,2
2,Season 2 Championship,Philadelphia Fusion,Shanghai Dragons,Watchpoint: Gibraltar,Escort,4
1,Two,Philadelphia Fusion,Boston Uprising,Watchpoint: Gibraltar,Escort,4
1,One,Los Angeles Valiant,Seoul Dynasty,Dorado,Escort,2
1,Four,London Spitfire,Florida Mayhem,King's Row,Hybrid,2
2,Three,Washington Justice,Philadelphia Fusion,Ilios,Control,3
3,OWL 2020 Regular Season,New York Excelsior,Florida Mayhem,Temple of Anubis,Assault,2
2,One,San Francisco Shock,Dallas Fuel,Horizon Lunar Colony,Assault,3
2,Four,Houston Outlaws,Atlanta Reign,Hanamura,Assault,4
2,Three,Paris Eternal,Florida Mayhem,Nepal,Control,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Toronto Defiant,Nepal,Control,2
2,Two,Paris Eternal,Florida Mayhem,Hanamura,Assault,4
1,Three,Boston Uprising,Los Angeles Valiant,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,San Francisco Shock,Philadelphia Fusion,Rialto,Escort,2
3,OWL 2020 Regular Season,Dallas Fuel,San Francisco Shock,Lijiang Tower,Control,3
2,Three,Houston Outlaws,Paris Eternal,Dorado,Escort,2
3,OWL 2020 Regular Season,Hangzhou Spark,New York Excelsior,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Paris Eternal,Horizon Lunar Colony,Assault,3
2,Four,Shanghai Dragons,San Francisco Shock,Blizzard World,Hybrid,2
1,One,Seoul Dynasty,San Francisco Shock,Eichenwalde,Hybrid,4
2,Two,Philadelphia Fusion,Florida Mayhem,Junkertown,Escort,4
2,Three,Los Angeles Gladiators,Toronto Defiant,Numbani,Hybrid,3
3,OWL 2020 Regular Season,Shanghai Dragons,Seoul Dynasty,Junkertown,Escort,4
1,Four,Los Angeles Valiant,Los Angeles Gladiators,Dorado,Escort,2
2,Season 2 Championship,draw,draw,Horizon Lunar Colony,Assault,6
1,Four,Los Angeles Gladiators,Florida Mayhem,Dorado,Escort,2
2,One,Toronto Defiant,Boston Uprising,Hollywood,Hybrid,2
2,Two,Chengdu Hunters,London Spitfire,Oasis,Control,3
1,Two,Los Angeles Valiant,Philadelphia Fusion,Watchpoint: Gibraltar,Escort,2
2,Four,Atlanta Reign,Hangzhou Spark,Ilios,Control,2
2,Two,Hangzhou Spark,Guangzhou Charge,Watchpoint: Gibraltar,Escort,2
2,Three,Hangzhou Spark,Philadelphia Fusion,Eichenwalde,Hybrid,2
2,Two,Houston Outlaws,Dallas Fuel,Temple of Anubis,Assault,2
1,Three,London Spitfire,Shanghai Dragons,Numbani,Hybrid,2
1,Three,Los Angeles Gladiators,Houston Outlaws,Volskaya Industries,Assault,4
3,OWL 2020 Regular Season,Toronto Defiant,Paris Eternal,Havana,Escort,2
1,Two,New York Excelsior,Shanghai Dragons,Hanamura,Assault,2
2,Three,Houston Outlaws,Boston Uprising,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Boston Uprising,Houston Outlaws,Lijiang Tower,Control,2
2,Two,New York Excelsior,Shanghai Dragons,Oasis,Control,3
1,One,San Francisco Shock,Boston Uprising,Oasis,Control,2
2,Season 2 Championship,Philadelphia Fusion,Shanghai Dragons,King's Row,Hybrid,2
2,Four,Toronto Defiant,Philadelphia Fusion,King's Row,Hybrid,2
2,One,Los Angeles Valiant,Guangzhou Charge,Rialto,Escort,2
2,One,New York Excelsior,Washington Justice,King's Row,Hybrid,2
2,One,Los Angeles Gladiators,Paris Eternal,Nepal,Control,3
3,OWL 2020 Regular Season,Boston Uprising,Paris Eternal,Rialto,Escort,2
1,Two,Houston Outlaws,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
1,Three,Philadelphia Fusion,New York Excelsior,Temple of Anubis,Assault,4
3,OWL 2020 Regular Season,Seoul Dynasty,Guangzhou Charge,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Los Angeles Gladiators,Washington Justice,Hollywood,Hybrid,4
2,Four,Paris Eternal,Los Angeles Valiant,Blizzard World,Hybrid,4
1,One,San Francisco Shock,Shanghai Dragons,Numbani,Hybrid,2
2,Four,Shanghai Dragons,Seoul Dynasty,Ilios,Control,2
1,Two,Philadelphia Fusion,Houston Outlaws,Hollywood,Hybrid,2
2,Three,New York Excelsior,London Spitfire,Ilios,Control,4
2,Three,Los Angeles Gladiators,Philadelphia Fusion,Volskaya Industries,Assault,6
1,Three,San Francisco Shock,Shanghai Dragons,Ilios,Control,2
2,Two,Guangzhou Charge,Atlanta Reign,Busan,Control,2
2,One,Florida Mayhem,Houston Outlaws,Rialto,Escort,2
1,One,Philadelphia Fusion,Dallas Fuel,Temple of Anubis,Assault,4
1,Three,New York Excelsior,Philadelphia Fusion,Junkertown,Escort,4
1,Inaugural Championship,Philadelphia Fusion,Boston Uprising,Eichenwalde,Hybrid,6
3,OWL 2020 Regular Season,San Francisco Shock,Houston Outlaws,Numbani,Hybrid,2
1,One,Boston Uprising,New York Excelsior,Horizon Lunar Colony,Assault,4
3,OWL 2020 Regular Season,Paris Eternal,Toronto Defiant,Lijiang Tower,Control,2
2,Three,San Francisco Shock,Florida Mayhem,Nepal,Control,2
1,Three,Philadelphia Fusion,Shanghai Dragons,Oasis,Control,2
2,Two,Guangzhou Charge,Houston Outlaws,Lijiang Tower,Control,3
1,Two,New York Excelsior,Florida Mayhem,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Washington Justice,Nepal,Control,3
3,OWL 2020 Regular Season,Atlanta Reign,Los Angeles Valiant,Hollywood,Hybrid,3
1,Two,Los Angeles Gladiators,Houston Outlaws,Ilios,Control,2
2,Season 2 Championship,Guangzhou Charge,Chengdu Hunters,Rialto,Escort,2
1,Two,Los Angeles Gladiators,Shanghai Dragons,Route 66,Escort,2
2,Two,San Francisco Shock,Los Angeles Valiant,Temple of Anubis,Assault,4
2,One,Shanghai Dragons,Chengdu Hunters,Dorado,Escort,2
2,One,Houston Outlaws,Florida Mayhem,Ilios,Control,3
3,OWL 2020 Regular Season,Paris Eternal,Philadelphia Fusion,Route 66,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Guangzhou Charge,Hollywood,Hybrid,2
1,Two,Boston Uprising,San Francisco Shock,Hollywood,Hybrid,2
2,Two,Atlanta Reign,Washington Justice,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Paris Eternal,Dorado,Escort,2
1,One,Philadelphia Fusion,Shanghai Dragons,Eichenwalde,Hybrid,2
2,Four,Vancouver Titans,Florida Mayhem,Temple of Anubis,Assault,2
2,Four,Los Angeles Valiant,Paris Eternal,Temple of Anubis,Assault,2
1,Three,San Francisco Shock,Los Angeles Gladiators,Junkertown,Escort,2
2,Two,Dallas Fuel,Los Angeles Valiant,Oasis,Control,2
2,Two,San Francisco Shock,Guangzhou Charge,Watchpoint: Gibraltar,Escort,2
1,Four - Title,Los Angeles Gladiators,Los Angeles Valiant,Lijiang Tower,Control,2
2,Three,Paris Eternal,Florida Mayhem,Havana,Escort,2
2,Three,Vancouver Titans,Los Angeles Gladiators,Horizon Lunar Colony,Assault,4
3,OWL 2020 Regular Season,Paris Eternal,Houston Outlaws,Paris,Assault,4
1,Three,Los Angeles Valiant,Los Angeles Gladiators,Numbani,Hybrid,2
1,Two,Seoul Dynasty,San Francisco Shock,Lijiang Tower,Control,3
2,Three,Los Angeles Valiant,Chengdu Hunters,Havana,Escort,2
2,Three,London Spitfire,Boston Uprising,Dorado,Escort,2
2,Three,Vancouver Titans,Dallas Fuel,Ilios,Control,2
1,Three,Philadelphia Fusion,Houston Outlaws,Oasis,Control,2
1,Four,Los Angeles Valiant,San Francisco Shock,Dorado,Escort,2
2,Two,Guangzhou Charge,Atlanta Reign,Rialto,Escort,2
1,Four,Seoul Dynasty,Dallas Fuel,Dorado,Escort,2
3,OWL 2020 Regular Season,Boston Uprising,Houston Outlaws,Hollywood,Hybrid,2
2,One,Boston Uprising,Shanghai Dragons,Rialto,Escort,2
2,Two,draw,draw,Paris,Assault,4
3,OWL 2020 Regular Season,San Francisco Shock,Toronto Defiant,King's Row,Hybrid,4
3,OWL 2020 Regular Season,Boston Uprising,Houston Outlaws,Ilios,Control,2
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Oasis,Control,3
1,Two,Houston Outlaws,Florida Mayhem,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,San Francisco Shock,Ilios,Control,2
1,Inaugural Championship,Philadelphia Fusion,New York Excelsior,Oasis,Control,3
2,Two,Dallas Fuel,Toronto Defiant,Paris,Assault,5
3,OWL 2020 Regular Season,London Spitfire,Washington Justice,Dorado,Escort,2
2,Three,Houston Outlaws,New York Excelsior,Numbani,Hybrid,3
1,Four,Florida Mayhem,Seoul Dynasty,Blizzard World,Hybrid,2
1,Four,San Francisco Shock,London Spitfire,Dorado,Escort,4
1,Three,London Spitfire,San Francisco Shock,Numbani,Hybrid,2
2,Three,San Francisco Shock,Atlanta Reign,Watchpoint: Gibraltar,Escort,4
1,Two,New York Excelsior,Dallas Fuel,Hanamura,Assault,4
1,Three,Houston Outlaws,Philadelphia Fusion,Volskaya Industries,Assault,4
2,Two,San Francisco Shock,Toronto Defiant,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Atlanta Reign,Washington Justice,Route 66,Escort,4
3,OWL 2020 Regular Season,Houston Outlaws,Toronto Defiant,Paris,Assault,4
1,Four,Los Angeles Gladiators,New York Excelsior,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Los Angeles Valiant,San Francisco Shock,Busan,Control,3
2,Three,Hangzhou Spark,Washington Justice,Hollywood,Hybrid,2
2,Two,Florida Mayhem,Los Angeles Gladiators,Busan,Control,2
2,Three,Atlanta Reign,San Francisco Shock,Hollywood,Hybrid,2
1,One,Los Angeles Valiant,San Francisco Shock,Numbani,Hybrid,2
1,Three,Los Angeles Gladiators,Dallas Fuel,Blizzard World,Hybrid,2
2,Three,Florida Mayhem,Houston Outlaws,Paris,Assault,4
3,OWL 2020 Regular Season,Shanghai Dragons,Chengdu Hunters,Route 66,Escort,2
2,Season 2 Championship,Shanghai Dragons,Philadelphia Fusion,Busan,Control,3
1,Two,San Francisco Shock,London Spitfire,Hollywood,Hybrid,2
2,One,Seoul Dynasty,Washington Justice,Temple of Anubis,Assault,3
1,Two,Seoul Dynasty,Los Angeles Gladiators,Watchpoint: Gibraltar,Escort,2
2,One,Boston Uprising,Houston Outlaws,Volskaya Industries,Assault,4
2,Two,Toronto Defiant,Washington Justice,Oasis,Control,2
2,Three,Florida Mayhem,Houston Outlaws,Hollywood,Hybrid,2
2,One - Title,Seoul Dynasty,New York Excelsior,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Guangzhou Charge,London Spitfire,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Philadelphia Fusion,Blizzard World,Hybrid,4
2,One,Paris Eternal,Washington Justice,Busan,Control,2
1,Three,Philadelphia Fusion,Shanghai Dragons,Nepal,Control,3
2,Two,San Francisco Shock,Toronto Defiant,Hanamura,Assault,2
3,OWL 2020 Regular Season,Atlanta Reign,Toronto Defiant,King's Row,Hybrid,4
2,One,Seoul Dynasty,London Spitfire,Nepal,Control,3
3,OWL 2020 Regular Season,Houston Outlaws,London Spitfire,Temple of Anubis,Assault,2
1,One - Title,New York Excelsior,London Spitfire,Junkertown,Escort,4
2,Two,Houston Outlaws,Guangzhou Charge,Rialto,Escort,2
2,Season 2 Championship,Seoul Dynasty,Guangzhou Charge,Busan,Control,3
1,Four,Dallas Fuel,Florida Mayhem,Horizon Lunar Colony,Assault,2
1,Four,Los Angeles Valiant,Los Angeles Gladiators,Oasis,Control,3
2,One,Shanghai Dragons,London Spitfire,King's Row,Hybrid,2
1,Two,Los Angeles Gladiators,Boston Uprising,Hollywood,Hybrid,4
1,Three,San Francisco Shock,Philadelphia Fusion,Volskaya Industries,Assault,2
1,One,Dallas Fuel,San Francisco Shock,Junkertown,Escort,2
1,One,London Spitfire,Florida Mayhem,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,Houston Outlaws,Los Angeles Gladiators,Hanamura,Assault,2
3,OWL 2020 Regular Season,Atlanta Reign,Toronto Defiant,Rialto,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,Route 66,Escort,2
2,Three,Seoul Dynasty,Paris Eternal,Eichenwalde,Hybrid,3
2,Two,Vancouver Titans,Hangzhou Spark,King's Row,Hybrid,4
2,One,Florida Mayhem,Philadelphia Fusion,Nepal,Control,2
3,OWL 2020 Regular Season,Seoul Dynasty,Shanghai Dragons,Hanamura,Assault,2
1,One,London Spitfire,Los Angeles Valiant,Lijiang Tower,Control,2
1,Two,Los Angeles Gladiators,Florida Mayhem,Route 66,Escort,2
1,Two,Philadelphia Fusion,Los Angeles Gladiators,Hollywood,Hybrid,2
1,Four,Los Angeles Valiant,Seoul Dynasty,Horizon Lunar Colony,Assault,2
3,OWL 2020 Regular Season,New York Excelsior,Chengdu Hunters,Paris,Assault,2
2,Four,Guangzhou Charge,Philadelphia Fusion,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Shanghai Dragons,London Spitfire,Temple of Anubis,Assault,5
2,One,Chengdu Hunters,Vancouver Titans,Temple of Anubis,Assault,2
1,Three,London Spitfire,San Francisco Shock,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Hollywood,Hybrid,4
1,One - Title,London Spitfire,New York Excelsior,Horizon Lunar Colony,Assault,4
2,Two,Florida Mayhem,Shanghai Dragons,Hanamura,Assault,4
1,Four,Dallas Fuel,Boston Uprising,Watchpoint: Gibraltar,Escort,2
2,Three,New York Excelsior,Florida Mayhem,Havana,Escort,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Dallas Fuel,Busan,Control,3
2,Two - Title,San Francisco Shock,Vancouver Titans,Watchpoint: Gibraltar,Escort,4
2,Two,Los Angeles Valiant,Washington Justice,King's Row,Hybrid,2
2,Three,Dallas Fuel,Washington Justice,Oasis,Control,2
2,Three,Boston Uprising,Paris Eternal,Dorado,Escort,2
1,Four,San Francisco Shock,Houston Outlaws,Horizon Lunar Colony,Assault,2
1,One,Florida Mayhem,Los Angeles Valiant,Dorado,Escort,2
3,OWL 2020 Regular Season,Vancouver Titans,Chengdu Hunters,Busan,Control,2
1,Two,New York Excelsior,Florida Mayhem,Hanamura,Assault,6
2,Two,Atlanta Reign,New York Excelsior,Oasis,Control,3
2,Four,Florida Mayhem,Washington Justice,Busan,Control,3
1,Two,San Francisco Shock,Houston Outlaws,Hanamura,Assault,2
1,Two,Houston Outlaws,Shanghai Dragons,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Washington Justice,Vancouver Titans,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,Seoul Dynasty,Los Angeles Valiant,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,San Francisco Shock,Los Angeles Gladiators,Ilios,Control,3
1,Two,San Francisco Shock,Boston Uprising,Route 66,Escort,2
3,OWL 2020 Regular Season,New York Excelsior,London Spitfire,Ilios,Control,3
2,Three,Atlanta Reign,Florida Mayhem,Dorado,Escort,2
3,OWL 2020 Regular Season,Boston Uprising,Paris Eternal,King's Row,Hybrid,4
1,Two,Houston Outlaws,Boston Uprising,King's Row,Hybrid,4
2,Two,Boston Uprising,Hangzhou Spark,Blizzard World,Hybrid,4
1,Inaugural Championship,London Spitfire,Los Angeles Gladiators,Junkertown,Escort,2
2,One,Los Angeles Valiant,Houston Outlaws,Numbani,Hybrid,2
2,Two,Paris Eternal,Guangzhou Charge,Junkertown,Escort,2
1,Three,New York Excelsior,Seoul Dynasty,Route 66,Escort,2
1,One,Houston Outlaws,Shanghai Dragons,Numbani,Hybrid,2
1,Inaugural Championship,London Spitfire,Los Angeles Valiant,Junkertown,Escort,2
2,Three,Guangzhou Charge,Shanghai Dragons,Nepal,Control,3
3,OWL 2020 Regular Season,Chengdu Hunters,Vancouver Titans,Volskaya Industries,Assault,2
1,Four,New York Excelsior,Seoul Dynasty,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Florida Mayhem,Hanamura,Assault,4
2,Three,Los Angeles Gladiators,Philadelphia Fusion,Oasis,Control,2
3,OWL 2020 Regular Season,Chengdu Hunters,Seoul Dynasty,Nepal,Control,3
3,OWL 2020 Regular Season,Shanghai Dragons,Chengdu Hunters,Hollywood,Hybrid,2
1,Four,Florida Mayhem,Shanghai Dragons,Blizzard World,Hybrid,2
3,OWL 2020 Regular Season,London Spitfire,Florida Mayhem,Eichenwalde,Hybrid,2
2,Four,Guangzhou Charge,Seoul Dynasty,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Guangzhou Charge,Hangzhou Spark,Dorado,Escort,2
2,Three,Florida Mayhem,Paris Eternal,Numbani,Hybrid,2
2,Season 2 Championship,Los Angeles Gladiators,Vancouver Titans,King's Row,Hybrid,2
2,Two,New York Excelsior,Florida Mayhem,King's Row,Hybrid,2
2,Three,Shanghai Dragons,Guangzhou Charge,Ilios,Control,2
2,One,Guangzhou Charge,Los Angeles Valiant,King's Row,Hybrid,4
2,Two,Paris Eternal,Florida Mayhem,Oasis,Control,2
1,Four,Florida Mayhem,Los Angeles Valiant,King's Row,Hybrid,4
3,OWL 2020 Regular Season,New York Excelsior,Florida Mayhem,Ilios,Control,2
3,OWL 2020 Regular Season,San Francisco Shock,Washington Justice,Junkertown,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Philadelphia Fusion,King's Row,Hybrid,4
1,Three,Dallas Fuel,Florida Mayhem,Junkertown,Escort,4
1,Three,Dallas Fuel,Seoul Dynasty,Route 66,Escort,2
2,One,Atlanta Reign,Florida Mayhem,Hollywood,Hybrid,2
2,Two,Vancouver Titans,Hangzhou Spark,Hanamura,Assault,3
1,Two,San Francisco Shock,Houston Outlaws,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Toronto Defiant,Paris,Assault,2
3,OWL 2020 Regular Season,San Francisco Shock,Houston Outlaws,Oasis,Control,2
2,One,Vancouver Titans,San Francisco Shock,Busan,Control,2
2,One,Hangzhou Spark,Los Angeles Gladiators,Nepal,Control,3
1,One,Los Angeles Valiant,Shanghai Dragons,Numbani,Hybrid,4
2,One,Vancouver Titans,Shanghai Dragons,Dorado,Escort,2
1,Inaugural Championship,London Spitfire,Los Angeles Gladiators,Lijiang Tower,Control,2
2,One,Atlanta Reign,Houston Outlaws,Horizon Lunar Colony,Assault,2
1,One,Houston Outlaws,San Francisco Shock,Numbani,Hybrid,2
1,Four,Dallas Fuel,London Spitfire,Lijiang Tower,Control,2
1,Four,San Francisco Shock,London Spitfire,Oasis,Control,3
1,Two,Philadelphia Fusion,Los Angeles Valiant,King's Row,Hybrid,2
2,One,New York Excelsior,Los Angeles Valiant,Ilios,Control,2
2,Two - Title,San Francisco Shock,Hangzhou Spark,Busan,Control,2
1,One,London Spitfire,Shanghai Dragons,Horizon Lunar Colony,Assault,2
2,Four,Atlanta Reign,Dallas Fuel,King's Row,Hybrid,2
1,Four,Dallas Fuel,San Francisco Shock,Hanamura,Assault,4
1,Two,Seoul Dynasty,Shanghai Dragons,Route 66,Escort,2
1,Four,Los Angeles Valiant,Dallas Fuel,Horizon Lunar Colony,Assault,4
3,OWL 2020 Regular Season,Los Angeles Valiant,Dallas Fuel,Ilios,Control,2
1,One,Boston Uprising,Dallas Fuel,Ilios,Control,3
2,Two,New York Excelsior,Atlanta Reign,Junkertown,Escort,2
1,One,Seoul Dynasty,San Francisco Shock,Dorado,Escort,2
2,Season 2 Championship,San Francisco Shock,New York Excelsior,King's Row,Hybrid,2
2,One,San Francisco Shock,Paris Eternal,Hollywood,Hybrid,2
1,Four,Boston Uprising,Shanghai Dragons,Dorado,Escort,2
1,Three,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,Assault,2
1,Three,San Francisco Shock,Houston Outlaws,Route 66,Escort,2
2,Two,Vancouver Titans,Dallas Fuel,Lijiang Tower,Control,2
2,One,Shanghai Dragons,Chengdu Hunters,Volskaya Industries,Assault,6
1,Three,Los Angeles Valiant,Shanghai Dragons,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,Boston Uprising,Paris Eternal,Hanamura,Assault,2
1,Four,Dallas Fuel,Florida Mayhem,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Chengdu Hunters,Guangzhou Charge,Lijiang Tower,Control,2
1,Four,Los Angeles Gladiators,Dallas Fuel,Dorado,Escort,2
2,One,Philadelphia Fusion,Paris Eternal,Rialto,Escort,2
1,Three,Seoul Dynasty,Dallas Fuel,Nepal,Control,3
1,Four,Los Angeles Valiant,Houston Outlaws,Hanamura,Assault,2
1,One,New York Excelsior,Los Angeles Valiant,Oasis,Control,3
2,One,Los Angeles Valiant,Philadelphia Fusion,Route 66,Escort,2
3,OWL 2020 Regular Season,San Francisco Shock,Toronto Defiant,Rialto,Escort,4
2,Four,Guangzhou Charge,London Spitfire,Havana,Escort,2
2,Two,San Francisco Shock,Hangzhou Spark,Paris,Assault,5
1,One,Florida Mayhem,London Spitfire,Dorado,Escort,2
1,Three,San Francisco Shock,Houston Outlaws,Oasis,Control,2
2,One,Houston Outlaws,Toronto Defiant,Nepal,Control,3
2,Four,Chengdu Hunters,Boston Uprising,Busan,Control,3
2,Four,London Spitfire,Dallas Fuel,Route 66,Escort,2
1,Four,Houston Outlaws,Philadelphia Fusion,Watchpoint: Gibraltar,Escort,2
1,Four,Dallas Fuel,London Spitfire,Blizzard World,Hybrid,2
2,Two,Seoul Dynasty,Houston Outlaws,Paris,Assault,4
1,One,London Spitfire,Shanghai Dragons,Junkertown,Escort,2
1,One,New York Excelsior,Seoul Dynasty,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Paris Eternal,Philadelphia Fusion,Hollywood,Hybrid,3
2,Three,Los Angeles Gladiators,Washington Justice,Horizon Lunar Colony,Assault,2
1,One,London Spitfire,Shanghai Dragons,Eichenwalde,Hybrid,2
1,Four - Title,Los Angeles Valiant,New York Excelsior,Blizzard World,Hybrid,2
2,Three,Los Angeles Valiant,Shanghai Dragons,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Boston Uprising,Toronto Defiant,Ilios,Control,3
3,OWL 2020 Regular Season,Hangzhou Spark,London Spitfire,Rialto,Escort,2
2,Three - Title,Hangzhou Spark,Los Angeles Valiant,Hollywood,Hybrid,2
1,Four,London Spitfire,Seoul Dynasty,Hanamura,Assault,2
1,Two,Philadelphia Fusion,Florida Mayhem,Hanamura,Assault,2
2,One,New York Excelsior,Washington Justice,Ilios,Control,2
2,Three,Vancouver Titans,Los Angeles Gladiators,Watchpoint: Gibraltar,Escort,4
2,Four,San Francisco Shock,Shanghai Dragons,Route 66,Escort,2
2,Season 2 Championship,Shanghai Dragons,London Spitfire,Hanamura,Assault,2
2,Three,New York Excelsior,Dallas Fuel,Nepal,Control,3
2,Two - Title,San Francisco Shock,Vancouver Titans,Oasis,Control,2
1,Three,London Spitfire,Houston Outlaws,Route 66,Escort,2
1,Two,Houston Outlaws,Seoul Dynasty,Hanamura,Assault,2
2,One,Philadelphia Fusion,Los Angeles Valiant,Nepal,Control,2
3,OWL 2020 Regular Season,San Francisco Shock,Paris Eternal,Busan,Control,2
1,Two,San Francisco Shock,Boston Uprising,Hanamura,Assault,4
2,Three,San Francisco Shock,London Spitfire,Numbani,Hybrid,2
2,One,Philadelphia Fusion,Los Angeles Valiant,Busan,Control,3
1,Two,Philadelphia Fusion,Florida Mayhem,Hollywood,Hybrid,2
2,Two,Shanghai Dragons,Houston Outlaws,Blizzard World,Hybrid,2
2,Two,San Francisco Shock,Shanghai Dragons,Paris,Assault,6
1,One,Dallas Fuel,San Francisco Shock,Ilios,Control,2
2,Three,Boston Uprising,Paris Eternal,Nepal,Control,2
