season,stage,map_winner,map_loser,map_name,map_type,match_count
3,OWL 2020 Regular Season,Florida Mayhem,Atlanta Reign,Junkertown,Escort,2
1,Two,Dallas Fuel,Shanghai Dragons,Route 66,Escort,2
3,OWL 2020 Regular Season,Houston Outlaws,Vancouver Titans,Volskaya Industries,Assault,4
1,Three,London Spitfire,Shanghai Dragons,Temple of Anubis,Assault,2
1,Four,Houston Outlaws,Florida Mayhem,Blizzard World,Hybrid,2
1,Three,Shanghai Dragons,Seoul Dynasty,Ilios,Control,3
2,Four,San Francisco Shock,Seoul Dynasty,Havana,Escort,2
2,Four,Washington Justice,Houston Outlaws,Busan,Control,3
2,Three,London Spitfire,Boston Uprising,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Hanamura,Assault,2
2,Two,Hangzhou Spark,Chengdu Hunters,Junkertown,Escort,4
3,OWL 2020 Regular Season,Philadelphia Fusion,New York Excelsior,Horizon Lunar Colony,Assault,2
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Ilios,Control,2
1,Three,Los Angeles Valiant,Los Angeles Gladiators,Ilios,Control,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Atlanta Reign,Nepal,Control,2
1,Two,Philadelphia Fusion,Shanghai Dragons,Hollywood,Hybrid,2
2,One,New York Excelsior,Seoul Dynasty,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Seoul Dynasty,Los Angeles Gladiators,Rialto,Escort,2
1,Inaugural Championship,London Spitfire,Philadelphia Fusion,King's Row,Hybrid,3
3,OWL 2020 Regular Season,Shanghai Dragons,New York Excelsior,Rialto,Escort,2
2,One,Guangzhou Charge,Los Angeles Valiant,Ilios,Control,2
2,One,Los Angeles Gladiators,London Spitfire,Volskaya Industries,Assault,4
2,One - Title,Philadelphia Fusion,Atlanta Reign,Volskaya Industries,Assault,4
1,Two,Boston Uprising,Dallas Fuel,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Houston Outlaws,Boston Uprising,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Seoul Dynasty,Shanghai Dragons,Blizzard World,Hybrid,2
2,Two,Chengdu Hunters,Washington Justice,Watchpoint: Gibraltar,Escort,4
2,One,London Spitfire,Los Angeles Gladiators,Busan,Control,3
3,OWL 2020 Regular Season,Guangzhou Charge,New York Excelsior,Nepal,Control,2
1,Four,New York Excelsior,London Spitfire,Dorado,Escort,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Boston Uprising,King's Row,Hybrid,2
1,Two,Los Angeles Gladiators,Dallas Fuel,Lijiang Tower,Control,3
2,One,Los Angeles Gladiators,San Francisco Shock,Busan,Control,3
1,Three,London Spitfire,Boston Uprising,Numbani,Hybrid,2
2,Two,Hangzhou Spark,Chengdu Hunters,Temple of Anubis,Assault,4
2,Four,Los Angeles Gladiators,Los Angeles Valiant,Havana,Escort,2
2,Three,Hangzhou Spark,Florida Mayhem,Nepal,Control,2
2,One,San Francisco Shock,Dallas Fuel,King's Row,Hybrid,2
2,Two,San Francisco Shock,Philadelphia Fusion,Hanamura,Assault,2
2,Three,Vancouver Titans,Los Angeles Valiant,Oasis,Control,2
2,Three - Title,Seoul Dynasty,San Francisco Shock,Oasis,Control,3
2,Three,Seoul Dynasty,Atlanta Reign,Oasis,Control,3
3,OWL 2020 Regular Season,Guangzhou Charge,Vancouver Titans,Eichenwalde,Hybrid,2
1,Three,Los Angeles Valiant,Houston Outlaws,Junkertown,Escort,2
2,Season 2 Championship,Vancouver Titans,New York Excelsior,Dorado,Escort,2
2,Two,San Francisco Shock,Guangzhou Charge,Junkertown,Escort,2
1,Four,Philadelphia Fusion,Shanghai Dragons,Blizzard World,Hybrid,2
2,Two,London Spitfire,Florida Mayhem,Watchpoint: Gibraltar,Escort,2
2,One,New York Excelsior,Toronto Defiant,King's Row,Hybrid,2
1,Three,Boston Uprising,Dallas Fuel,Ilios,Control,2
2,Season 2 Championship,Vancouver Titans,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
1,Two,Dallas Fuel,Los Angeles Gladiators,King's Row,Hybrid,3
1,Three,Philadelphia Fusion,San Francisco Shock,Nepal,Control,3
2,Two,San Francisco Shock,Hangzhou Spark,Lijiang Tower,Control,3
2,One,Shanghai Dragons,Chengdu Hunters,Numbani,Hybrid,2
1,Three,Boston Uprising,Florida Mayhem,Blizzard World,Hybrid,2
3,OWL 2020 Regular Season,Paris Eternal,Los Angeles Gladiators,Junkertown,Escort,2
2,Three,San Francisco Shock,London Spitfire,Oasis,Control,2
2,Four,Houston Outlaws,Chengdu Hunters,Ilios,Control,3
3,OWL 2020 Regular Season,Philadelphia Fusion,Houston Outlaws,Volskaya Industries,Assault,4
2,Season 2 Championship,San Francisco Shock,Hangzhou Spark,Dorado,Escort,4
3,OWL 2020 Regular Season,Florida Mayhem,Washington Justice,Junkertown,Escort,2
1,Two,Los Angeles Valiant,Shanghai Dragons,King's Row,Hybrid,2
2,Two,Guangzhou Charge,Atlanta Reign,King's Row,Hybrid,6
2,Four,Houston Outlaws,Los Angeles Gladiators,Busan,Control,3
3,OWL 2020 Regular Season,London Spitfire,Shanghai Dragons,Lijiang Tower,Control,2
2,Two,Hangzhou Spark,Paris Eternal,Busan,Control,2
1,Two,Philadelphia Fusion,Los Angeles Valiant,Ilios,Control,3
2,Four,Guangzhou Charge,New York Excelsior,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Los Angeles Gladiators,Washington Justice,Lijiang Tower,Control,2
2,Season 2 Championship,London Spitfire,Shanghai Dragons,Watchpoint: Gibraltar,Escort,4
3,OWL 2020 Regular Season,New York Excelsior,London Spitfire,Junkertown,Escort,2
2,Three,Houston Outlaws,Toronto Defiant,Dorado,Escort,2
2,Four,Chengdu Hunters,Los Angeles Gladiators,Junkertown,Escort,4
1,One,San Francisco Shock,Florida Mayhem,Temple of Anubis,Assault,2
1,Three,London Spitfire,San Francisco Shock,Ilios,Control,2
2,Two,Chengdu Hunters,Washington Justice,King's Row,Hybrid,2
1,Two,Los Angeles Gladiators,San Francisco Shock,Hanamura,Assault,4
2,One,Atlanta Reign,Philadelphia Fusion,Nepal,Control,3
3,OWL 2020 Regular Season,Chengdu Hunters,Guangzhou Charge,Rialto,Escort,4
3,OWL 2020 Regular Season,Toronto Defiant,Florida Mayhem,Busan,Control,3
1,Four,New York Excelsior,San Francisco Shock,King's Row,Hybrid,2
2,One,New York Excelsior,Boston Uprising,Nepal,Control,2
1,One,London Spitfire,Shanghai Dragons,Ilios,Control,2
3,OWL 2020 Regular Season,San Francisco Shock,Dallas Fuel,Hanamura,Assault,4
3,OWL 2020 Regular Season,Los Angeles Gladiators,San Francisco Shock,Oasis,Control,2
2,Two,Vancouver Titans,Seoul Dynasty,Temple of Anubis,Assault,6
2,Three,Los Angeles Valiant,London Spitfire,Hollywood,Hybrid,2
1,Four,Philadelphia Fusion,London Spitfire,Oasis,Control,3
2,Three - Title,San Francisco Shock,Shanghai Dragons,Havana,Escort,2
2,Three,Hangzhou Spark,Los Angeles Valiant,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Shanghai Dragons,Seoul Dynasty,Rialto,Escort,4
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Rialto,Escort,2
2,Three - Title,Shanghai Dragons,Vancouver Titans,Ilios,Control,2
2,Four,Chengdu Hunters,Houston Outlaws,Temple of Anubis,Assault,2
1,Three,New York Excelsior,London Spitfire,Nepal,Control,3
1,Three,Dallas Fuel,Shanghai Dragons,Numbani,Hybrid,2
1,One,Houston Outlaws,San Francisco Shock,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,Oasis,Control,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Atlanta Reign,Volskaya Industries,Assault,6
1,Three,Los Angeles Valiant,San Francisco Shock,Blizzard World,Hybrid,4
1,One,Seoul Dynasty,Dallas Fuel,Ilios,Control,2
3,OWL 2020 Regular Season,San Francisco Shock,Florida Mayhem,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,London Spitfire,Houston Outlaws,Ilios,Control,3
2,One,San Francisco Shock,Los Angeles Gladiators,Ilios,Control,3
2,One,London Spitfire,Washington Justice,Rialto,Escort,2
2,Three,Los Angeles Valiant,Vancouver Titans,Eichenwalde,Hybrid,2
2,Three,New York Excelsior,Paris Eternal,Nepal,Control,3
1,Three,New York Excelsior,Florida Mayhem,Ilios,Control,2
2,Two,Florida Mayhem,Paris Eternal,Watchpoint: Gibraltar,Escort,2
2,Two,Dallas Fuel,Toronto Defiant,King's Row,Hybrid,2
3,OWL 2020 Regular Season,New York Excelsior,Hangzhou Spark,Watchpoint: Gibraltar,Escort,2
2,Four,San Francisco Shock,Dallas Fuel,Ilios,Control,2
2,Two,London Spitfire,Atlanta Reign,Blizzard World,Hybrid,3
3,OWL 2020 Regular Season,Los Angeles Valiant,Dallas Fuel,Horizon Lunar Colony,Assault,4
2,One,Atlanta Reign,Toronto Defiant,Numbani,Hybrid,2
2,Season 2 Championship,Vancouver Titans,Los Angeles Gladiators,Eichenwalde,Hybrid,2
2,Four,Guangzhou Charge,Hangzhou Spark,Volskaya Industries,Assault,2
2,Two,London Spitfire,Atlanta Reign,Temple of Anubis,Assault,2
1,Three,Los Angeles Gladiators,Shanghai Dragons,Nepal,Control,3
1,One,draw,draw,Temple of Anubis,Assault,4
2,One,Washington Justice,Paris Eternal,Volskaya Industries,Assault,4
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Nepal,Control,2
3,OWL 2020 Regular Season,Vancouver Titans,Boston Uprising,Watchpoint: Gibraltar,Escort,4
1,Four,Philadelphia Fusion,Boston Uprising,Dorado,Escort,2
2,One - Title,San Francisco Shock,Toronto Defiant,King's Row,Hybrid,2
2,One,Toronto Defiant,Chengdu Hunters,Route 66,Escort,2
1,Two,Seoul Dynasty,New York Excelsior,Hollywood,Hybrid,2
2,Two,Boston Uprising,Toronto Defiant,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Dallas Fuel,Houston Outlaws,Rialto,Escort,4
2,Four,Los Angeles Valiant,Dallas Fuel,Volskaya Industries,Assault,6
1,One,Houston Outlaws,Dallas Fuel,Horizon Lunar Colony,Assault,2
1,One,Houston Outlaws,London Spitfire,Temple of Anubis,Assault,2
1,Three,Seoul Dynasty,San Francisco Shock,Junkertown,Escort,4
3,OWL 2020 Regular Season,San Francisco Shock,Florida Mayhem,Lijiang Tower,Control,3
2,Two,Boston Uprising,Los Angeles Gladiators,Hanamura,Assault,2
2,Four,Atlanta Reign,Dallas Fuel,Havana,Escort,2
1,One,London Spitfire,Boston Uprising,Junkertown,Escort,2
2,Three - Title,Vancouver Titans,Houston Outlaws,Volskaya Industries,Assault,4
2,One,New York Excelsior,Los Angeles Valiant,Rialto,Escort,2
2,Season 2 Championship,San Francisco Shock,London Spitfire,Horizon Lunar Colony,Assault,2
2,Four,Philadelphia Fusion,Seoul Dynasty,Havana,Escort,2
2,Four,Los Angeles Gladiators,Chengdu Hunters,Busan,Control,2
2,One,London Spitfire,Paris Eternal,King's Row,Hybrid,2
2,Two,New York Excelsior,Washington Justice,Junkertown,Escort,2
2,Three,Los Angeles Gladiators,Philadelphia Fusion,Eichenwalde,Hybrid,2
2,Three,Chengdu Hunters,San Francisco Shock,Eichenwalde,Hybrid,4
2,One,London Spitfire,Washington Justice,Nepal,Control,2
2,One,Houston Outlaws,Los Angeles Valiant,Route 66,Escort,2
2,Season 2 Championship,Chengdu Hunters,Guangzhou Charge,Horizon Lunar Colony,Assault,4
1,Four,Boston Uprising,London Spitfire,Dorado,Escort,2
2,Season 2 Championship,San Francisco Shock,London Spitfire,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Boston Uprising,Eichenwalde,Hybrid,2
1,Two,Los Angeles Valiant,Shanghai Dragons,Lijiang Tower,Control,3
2,Three,New York Excelsior,Toronto Defiant,Havana,Escort,2
1,One,New York Excelsior,London Spitfire,Ilios,Control,2
1,Two,Los Angeles Gladiators,San Francisco Shock,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Atlanta Reign,Hollywood,Hybrid,2
1,Two,Philadelphia Fusion,Florida Mayhem,Watchpoint: Gibraltar,Escort,2
2,Four,Paris Eternal,Houston Outlaws,Junkertown,Escort,2
1,Three,New York Excelsior,Los Angeles Gladiators,Junkertown,Escort,2
2,One,Dallas Fuel,Philadelphia Fusion,Dorado,Escort,2
3,OWL 2020 Regular Season,Florida Mayhem,Paris Eternal,Rialto,Escort,2
1,One,London Spitfire,Los Angeles Valiant,Horizon Lunar Colony,Assault,4
1,Three,Boston Uprising,Shanghai Dragons,Volskaya Industries,Assault,2
1,One,Seoul Dynasty,Houston Outlaws,Ilios,Control,2
1,Three,Los Angeles Valiant,Los Angeles Gladiators,Oasis,Control,3
3,OWL 2020 Regular Season,Chengdu Hunters,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,London Spitfire,Houston Outlaws,Busan,Control,2
2,Two,Vancouver Titans,Seoul Dynasty,Junkertown,Escort,2
1,Four,Dallas Fuel,Boston Uprising,Blizzard World,Hybrid,2
2,Three,Seoul Dynasty,Florida Mayhem,Havana,Escort,2
2,One,Shanghai Dragons,London Spitfire,Ilios,Control,3
2,Two,New York Excelsior,Atlanta Reign,Hanamura,Assault,4
1,Three,San Francisco Shock,Shanghai Dragons,Junkertown,Escort,2
3,OWL 2020 Regular Season,Florida Mayhem,Los Angeles Valiant,Rialto,Escort,4
2,Three,Paris Eternal,Boston Uprising,Watchpoint: Gibraltar,Escort,4
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Junkertown,Escort,2
2,One,Toronto Defiant,Chengdu Hunters,King's Row,Hybrid,2
2,Four,Seoul Dynasty,Los Angeles Valiant,Ilios,Control,3
3,OWL 2020 Regular Season,London Spitfire,Guangzhou Charge,Junkertown,Escort,2
2,Four,San Francisco Shock,Shanghai Dragons,Volskaya Industries,Assault,4
2,Season 2 Championship,Los Angeles Gladiators,Hangzhou Spark,Watchpoint: Gibraltar,Escort,2
1,One,Houston Outlaws,Florida Mayhem,Horizon Lunar Colony,Assault,2
1,Two,New York Excelsior,Shanghai Dragons,Route 66,Escort,2
2,Three,San Francisco Shock,Boston Uprising,Oasis,Control,2
2,Season 2 Championship,San Francisco Shock,Los Angeles Gladiators,Rialto,Escort,4
2,Three,Los Angeles Valiant,Shanghai Dragons,Eichenwalde,Hybrid,2
1,Two,Seoul Dynasty,Dallas Fuel,Route 66,Escort,2
2,One,Toronto Defiant,Chengdu Hunters,Ilios,Control,3
2,Two,Dallas Fuel,Houston Outlaws,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Atlanta Reign,Los Angeles Valiant,Lijiang Tower,Control,3
2,One,Vancouver Titans,Paris Eternal,Horizon Lunar Colony,Assault,2
1,Three,Philadelphia Fusion,Seoul Dynasty,Nepal,Control,2
1,Three,Los Angeles Gladiators,London Spitfire,Volskaya Industries,Assault,4
2,Three,New York Excelsior,Florida Mayhem,Eichenwalde,Hybrid,2
1,Inaugural Championship,Philadelphia Fusion,New York Excelsior,Dorado,Escort,4
2,One,Toronto Defiant,Hangzhou Spark,King's Row,Hybrid,2
1,Two,London Spitfire,New York Excelsior,Watchpoint: Gibraltar,Escort,2
1,Three,London Spitfire,Los Angeles Gladiators,Ilios,Control,3
2,One,San Francisco Shock,Los Angeles Gladiators,Rialto,Escort,4
1,Two,Houston Outlaws,Los Angeles Gladiators,Volskaya Industries,Assault,4
3,OWL 2020 Regular Season,Hangzhou Spark,Seoul Dynasty,Volskaya Industries,Assault,2
2,One,Vancouver Titans,Chengdu Hunters,Ilios,Control,2
1,One,Boston Uprising,Los Angeles Gladiators,Temple of Anubis,Assault,2
1,Two,Houston Outlaws,Shanghai Dragons,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,draw,draw,Paris,Assault,10
2,One,draw,draw,Hollywood,Hybrid,4
1,Two,Philadelphia Fusion,Shanghai Dragons,Route 66,Escort,2
1,One,Shanghai Dragons,San Francisco Shock,Horizon Lunar Colony,Assault,2
1,Two,Dallas Fuel,Los Angeles Gladiators,Watchpoint: Gibraltar,Escort,2
2,Four,New York Excelsior,Hangzhou Spark,Lijiang Tower,Control,2
1,Three,Los Angeles Valiant,San Francisco Shock,Volskaya Industries,Assault,2
2,Four,Florida Mayhem,Toronto Defiant,Havana,Escort,2
2,Four,Chengdu Hunters,Boston Uprising,Blizzard World,Hybrid,2
1,Four,Houston Outlaws,Boston Uprising,Watchpoint: Gibraltar,Escort,2
2,Two,San Francisco Shock,Philadelphia Fusion,Oasis,Control,3
1,Four,Los Angeles Valiant,New York Excelsior,Nepal,Control,3
3,OWL 2020 Regular Season,San Francisco Shock,Los Angeles Gladiators,Numbani,Hybrid,2
2,Four,London Spitfire,Houston Outlaws,King's Row,Hybrid,2
2,Three,Paris Eternal,Seoul Dynasty,Watchpoint: Gibraltar,Escort,4
2,One,Philadelphia Fusion,Atlanta Reign,King's Row,Hybrid,2
1,Three,Houston Outlaws,Philadelphia Fusion,Junkertown,Escort,2
1,One,Philadelphia Fusion,Los Angeles Gladiators,Junkertown,Escort,2
3,OWL 2020 Regular Season,Dallas Fuel,Toronto Defiant,Oasis,Control,3
2,One,Toronto Defiant,Los Angeles Valiant,Ilios,Control,3
2,Three,San Francisco Shock,Seoul Dynasty,Numbani,Hybrid,4
3,OWL 2020 Regular Season,New York Excelsior,Chengdu Hunters,Numbani,Hybrid,2
1,Four,Philadelphia Fusion,Shanghai Dragons,Watchpoint: Gibraltar,Escort,2
2,Three,Seoul Dynasty,Atlanta Reign,Eichenwalde,Hybrid,2
1,One,San Francisco Shock,Philadelphia Fusion,Dorado,Escort,2
1,Three,San Francisco Shock,Los Angeles Gladiators,Ilios,Control,2
1,Four,New York Excelsior,Houston Outlaws,Nepal,Control,2
2,One,Dallas Fuel,Philadelphia Fusion,Busan,Control,2
1,One,Los Angeles Valiant,Philadelphia Fusion,Dorado,Escort,2
1,One,Florida Mayhem,Shanghai Dragons,Temple of Anubis,Assault,2
1,Three,Los Angeles Valiant,Shanghai Dragons,Junkertown,Escort,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Paris Eternal,Junkertown,Escort,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Paris Eternal,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Boston Uprising,Busan,Control,2
2,Two,Toronto Defiant,Paris Eternal,Lijiang Tower,Control,3
2,Two,San Francisco Shock,Guangzhou Charge,Oasis,Control,2
1,One,Los Angeles Gladiators,San Francisco Shock,Horizon Lunar Colony,Assault,2
1,One,Shanghai Dragons,Philadelphia Fusion,Oasis,Control,3
2,Two,Seoul Dynasty,Dallas Fuel,Lijiang Tower,Control,2
1,One,London Spitfire,Florida Mayhem,Oasis,Control,2
2,Four,Atlanta Reign,Dallas Fuel,Busan,Control,2
2,One,Guangzhou Charge,Los Angeles Valiant,Horizon Lunar Colony,Assault,2
1,Four,Los Angeles Gladiators,Houston Outlaws,Oasis,Control,2
1,One,Boston Uprising,London Spitfire,Ilios,Control,3
1,Three,Florida Mayhem,Philadelphia Fusion,Route 66,Escort,2
2,Three,Toronto Defiant,Paris Eternal,Ilios,Control,2
2,Four,Shanghai Dragons,Vancouver Titans,Lijiang Tower,Control,2
1,One,Seoul Dynasty,Boston Uprising,Horizon Lunar Colony,Assault,2
2,One,London Spitfire,Shanghai Dragons,Nepal,Control,2
1,Two,New York Excelsior,Los Angeles Valiant,Nepal,Control,2
1,Three,Boston Uprising,Los Angeles Gladiators,Volskaya Industries,Assault,4
2,Two,Seoul Dynasty,Dallas Fuel,Hanamura,Assault,4
1,Four,London Spitfire,Dallas Fuel,Watchpoint: Gibraltar,Escort,4
2,Three,Vancouver Titans,Chengdu Hunters,Havana,Escort,2
1,Two,Los Angeles Gladiators,Shanghai Dragons,Volskaya Industries,Assault,2
1,Two,New York Excelsior,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
2,Season 2 Championship,Shanghai Dragons,Philadelphia Fusion,King's Row,Hybrid,4
1,One,Los Angeles Gladiators,Philadelphia Fusion,Lijiang Tower,Control,2
1,Two,New York Excelsior,Shanghai Dragons,Hollywood,Hybrid,2
2,Three,Seoul Dynasty,Hangzhou Spark,Numbani,Hybrid,2
1,Three,Houston Outlaws,San Francisco Shock,Nepal,Control,3
1,Three,London Spitfire,Los Angeles Valiant,Blizzard World,Hybrid,2
2,One,Paris Eternal,London Spitfire,Volskaya Industries,Assault,3
3,OWL 2020 Regular Season,Los Angeles Valiant,Dallas Fuel,Route 66,Escort,2
3,OWL 2020 Regular Season,Seoul Dynasty,Chengdu Hunters,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Washington Justice,Boston Uprising,Eichenwalde,Hybrid,2
1,Three,draw,draw,Temple of Anubis,Assault,3
1,One,Houston Outlaws,Shanghai Dragons,Oasis,Control,2
3,OWL 2020 Regular Season,Guangzhou Charge,Hangzhou Spark,King's Row,Hybrid,4
1,Three,London Spitfire,Seoul Dynasty,Numbani,Hybrid,2
2,One,New York Excelsior,Seoul Dynasty,Ilios,Control,2
1,One,Los Angeles Valiant,Florida Mayhem,Eichenwalde,Hybrid,2
1,Two,New York Excelsior,Los Angeles Valiant,Route 66,Escort,2
2,Four,Philadelphia Fusion,Toronto Defiant,Lijiang Tower,Control,2
1,Four,Houston Outlaws,Dallas Fuel,Dorado,Escort,2
1,Three,Los Angeles Valiant,Seoul Dynasty,Numbani,Hybrid,2
2,Three,Houston Outlaws,San Francisco Shock,Ilios,Control,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Los Angeles Gladiators,Hanamura,Assault,2
1,One,Los Angeles Valiant,Seoul Dynasty,Eichenwalde,Hybrid,2
1,Four,Boston Uprising,Seoul Dynasty,Dorado,Escort,2
2,One - Title,San Francisco Shock,Philadelphia Fusion,Horizon Lunar Colony,Assault,4
1,Two,London Spitfire,San Francisco Shock,Volskaya Industries,Assault,2
2,Three,Seoul Dynasty,Atlanta Reign,Dorado,Escort,2
2,Three,Paris Eternal,Houston Outlaws,Hollywood,Hybrid,2
1,Two,Dallas Fuel,Shanghai Dragons,Volskaya Industries,Assault,2
1,One,Los Angeles Valiant,San Francisco Shock,Ilios,Control,3
1,Three,Los Angeles Gladiators,Florida Mayhem,Nepal,Control,3
2,One,Philadelphia Fusion,Paris Eternal,King's Row,Hybrid,2
1,Four,Philadelphia Fusion,Boston Uprising,Hanamura,Assault,2
2,One,Seoul Dynasty,New York Excelsior,Numbani,Hybrid,2
2,Four,Paris Eternal,Philadelphia Fusion,Lijiang Tower,Control,3
1,One,draw,draw,Eichenwalde,Hybrid,6
3,OWL 2020 Regular Season,Florida Mayhem,Houston Outlaws,Oasis,Control,3
3,OWL 2020 Regular Season,Seoul Dynasty,Guangzhou Charge,Temple of Anubis,Assault,2
1,Four,Seoul Dynasty,Philadelphia Fusion,Hanamura,Assault,2
2,One,San Francisco Shock,Paris Eternal,Horizon Lunar Colony,Assault,4
3,OWL 2020 Regular Season,Vancouver Titans,Los Angeles Valiant,Blizzard World,Hybrid,4
2,Four,Seoul Dynasty,Los Angeles Valiant,Route 66,Escort,4
3,OWL 2020 Regular Season,Guangzhou Charge,Chengdu Hunters,Ilios,Control,5
1,Two,Los Angeles Valiant,Boston Uprising,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,San Francisco Shock,Philadelphia Fusion,Ilios,Control,2
2,Two,Toronto Defiant,Vancouver Titans,Temple of Anubis,Assault,2
1,Two,Florida Mayhem,Houston Outlaws,Lijiang Tower,Control,2
2,Two,Vancouver Titans,Dallas Fuel,Hanamura,Assault,2
2,Two,Boston Uprising,Washington Justice,Lijiang Tower,Control,2
1,Three,Philadelphia Fusion,Houston Outlaws,Numbani,Hybrid,4
1,Two,San Francisco Shock,Dallas Fuel,King's Row,Hybrid,2
2,One,San Francisco Shock,Dallas Fuel,Nepal,Control,2
2,One - Title,San Francisco Shock,Vancouver Titans,Ilios,Control,3
1,Three,Boston Uprising,Los Angeles Valiant,Oasis,Control,3
3,OWL 2020 Regular Season,Chengdu Hunters,Guangzhou Charge,Hanamura,Assault,3
2,Three - Title,San Francisco Shock,Los Angeles Valiant,Oasis,Control,2
2,Three,Washington Justice,London Spitfire,Nepal,Control,3
3,OWL 2020 Regular Season,Shanghai Dragons,New York Excelsior,Volskaya Industries,Assault,4
1,One,Seoul Dynasty,Houston Outlaws,Horizon Lunar Colony,Assault,2
1,Three,Seoul Dynasty,San Francisco Shock,Temple of Anubis,Assault,2
1,One,Los Angeles Gladiators,Florida Mayhem,Oasis,Control,3
3,OWL 2020 Regular Season,Florida Mayhem,Houston Outlaws,Eichenwalde,Hybrid,2
2,Three,New York Excelsior,Florida Mayhem,Oasis,Control,3
2,Two,Washington Justice,Toronto Defiant,Junkertown,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Chengdu Hunters,Eichenwalde,Hybrid,4
1,Two,Philadelphia Fusion,Dallas Fuel,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Florida Mayhem,Washington Justice,Lijiang Tower,Control,2
1,Four,New York Excelsior,Philadelphia Fusion,Hanamura,Assault,2
1,Three,Los Angeles Gladiators,Dallas Fuel,Nepal,Control,2
2,One,Atlanta Reign,Houston Outlaws,Ilios,Control,3
3,OWL 2020 Regular Season,Guangzhou Charge,New York Excelsior,Blizzard World,Hybrid,2
3,OWL 2020 Regular Season,Shanghai Dragons,Guangzhou Charge,Paris,Assault,4
3,OWL 2020 Regular Season,Philadelphia Fusion,Florida Mayhem,Lijiang Tower,Control,3
2,Season 2 Championship,Seoul Dynasty,Vancouver Titans,Horizon Lunar Colony,Assault,2
2,Two,Shanghai Dragons,Los Angeles Gladiators,Busan,Control,2
3,OWL 2020 Regular Season,Guangzhou Charge,Hangzhou Spark,Lijiang Tower,Control,3
2,Four,Boston Uprising,Chengdu Hunters,Volskaya Industries,Assault,4
3,OWL 2020 Regular Season,Paris Eternal,Los Angeles Gladiators,Hollywood,Hybrid,2
2,One,Washington Justice,Philadelphia Fusion,Ilios,Control,3
2,Four,Los Angeles Valiant,Paris Eternal,Lijiang Tower,Control,2
1,Three,Houston Outlaws,Dallas Fuel,Route 66,Escort,2
1,One,Los Angeles Valiant,Florida Mayhem,Ilios,Control,2
2,Four,Seoul Dynasty,Philadelphia Fusion,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Atlanta Reign,Florida Mayhem,Busan,Control,3
3,OWL 2020 Regular Season,Washington Justice,Boston Uprising,Horizon Lunar Colony,Assault,2
2,Three,Vancouver Titans,Hangzhou Spark,Oasis,Control,2
3,OWL 2020 Regular Season,Toronto Defiant,Washington Justice,Route 66,Escort,2
1,Two,London Spitfire,Shanghai Dragons,Hanamura,Assault,2
2,Three,Paris Eternal,New York Excelsior,Dorado,Escort,2
2,One,New York Excelsior,Boston Uprising,Route 66,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,Paris,Assault,2
1,Inaugural Championship,New York Excelsior,Philadelphia Fusion,Hanamura,Assault,2
1,Two,San Francisco Shock,Shanghai Dragons,Watchpoint: Gibraltar,Escort,4
3,OWL 2020 Regular Season,Dallas Fuel,Washington Justice,Paris,Assault,2
3,OWL 2020 Regular Season,Florida Mayhem,Dallas Fuel,Blizzard World,Hybrid,2
1,Three,Boston Uprising,Los Angeles Valiant,Blizzard World,Hybrid,2
1,Four - Title,Los Angeles Valiant,New York Excelsior,Oasis,Control,2
