round_start_time,round_end_time,stage,match_id,game_number,match_winner,map_winner,map_loser,map_name,map_round,winning_team_final_map_score,losing_team_final_map_score,control_round_name,attacker,defender,team_one_name,team_two_name,attacker_payload_distance,defender_payload_distance,attacker_time_banked,defender_time_banked,attacker_control_perecent,defender_control_perecent,attacker_round_end_score,defender_round_end_score
2018-01-11T01:41:00Z,2018-01-11T01:45:00Z,Overwatch League Stage 1,10223,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Numbani,3,2,1,NULL,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,75.5636673,75.54950714,165.8400269,0,NULL,NULL,2,1
2018-01-11T02:08:00Z,2018-01-11T02:13:00Z,Overwatch League Stage 1,10224,1,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Dorado,1,1,0,NULL,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,70.16186523,0,0,240,NULL,NULL,0,0
2018-01-11T02:15:00Z,2018-01-11T02:15:00Z,Overwatch League Stage 1,10224,1,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Dorado,2,1,0,NULL,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,70.17893219,70.16186523,186.3128052,0,NULL,NULL,1,0
2018-01-11T02:25:00Z,2018-01-11T02:34:00Z,Overwatch League Stage 1,10224,2,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,1,2,1,NULL,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,0,0,0,240,NULL,NULL,1,0
2018-01-11T02:36:00Z,2018-01-11T02:38:00Z,Overwatch League Stage 1,10224,2,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,2,2,1,NULL,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,0,0,356.8640137,0,NULL,NULL,2,1
2018-01-11T02:52:00Z,2018-01-11T02:58:00Z,Overwatch League Stage 1,10224,3,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Ilios,1,2,0,Well,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,0,0,0,0,99,100,0,1
2018-01-11T02:59:00Z,2018-01-11T03:03:00Z,Overwatch League Stage 1,10224,3,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Ilios,2,2,0,Ruins,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,0,0,0,0,58,100,0,2
2018-01-11T03:11:00Z,2018-01-11T03:15:00Z,Overwatch League Stage 1,10224,4,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Eichenwalde,1,1,0,NULL,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,0,0,0,0,NULL,NULL,0,0
2018-01-11T03:17:00Z,2018-01-11T03:19:00Z,Overwatch League Stage 1,10224,4,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Eichenwalde,3,1,0,NULL,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,0,0,107.6240082,0,NULL,NULL,1,0
2018-01-11T03:46:00Z,2018-01-11T03:53:00Z,Overwatch League Stage 1,10225,1,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Junkertown,1,3,2,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,102.0045776,0,63.69151688,240,NULL,NULL,3,0
2018-01-11T03:55:00Z,2018-01-11T04:03:00Z,Overwatch League Stage 1,10225,1,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Junkertown,2,3,2,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,86.9697876,102.0045776,0,63.69151688,NULL,NULL,2,3
2018-01-11T04:12:00Z,2018-01-11T04:13:00Z,Overwatch League Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,1,6,5,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,0,374.0840149,240,NULL,NULL,2,0
2018-01-11T04:15:00Z,2018-01-11T04:19:00Z,Overwatch League Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,2,6,5,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,288.03302,374.0840149,NULL,NULL,2,2
2018-01-11T04:20:00Z,2018-01-11T04:22:00Z,Overwatch League Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,3,6,5,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,198.8730469,374.0840149,NULL,NULL,4,2
2018-01-11T04:23:00Z,2018-01-11T04:26:00Z,Overwatch League Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,4,6,5,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,0,270.4060364,198.8730469,NULL,NULL,4,4
2018-01-11T04:27:00Z,2018-01-11T04:31:00Z,Overwatch League Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,5,6,5,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,11.92306519,270.4060364,NULL,NULL,6,4
2018-01-11T04:32:00Z,2018-01-11T04:39:00Z,Overwatch League Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,6,6,5,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,0,0,11.92306519,NULL,NULL,5,6
2018-01-11T04:56:00Z,2018-01-11T05:00:00Z,Overwatch League Stage 1,10225,3,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Ilios,1,2,0,Lighthouse,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,0,0,0,0,35,100,0,1
2018-01-11T05:00:00Z,2018-01-11T05:04:00Z,Overwatch League Stage 1,10225,3,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Ilios,2,2,0,Well,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,0,0,0,0,0,100,0,2
2018-01-11T05:12:00Z,2018-01-11T05:20:00Z,Overwatch League Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,1,3,3,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,71.79216766,0,0,0,NULL,NULL,3,0
2018-01-11T05:22:00Z,2018-01-11T05:30:00Z,Overwatch League Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,3,3,3,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,71.79545593,71.79216766,60,60,NULL,NULL,3,3
2018-01-11T05:31:00Z,2018-01-11T05:33:00Z,Overwatch League Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,5,3,3,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,71.79545593,0,60,NULL,NULL,3,3
2018-01-11T05:34:00Z,2018-01-11T05:35:00Z,Overwatch League Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,7,3,3,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,0,0,NULL,NULL,3,3
2018-01-11T22:10:00Z,2018-01-11T22:16:00Z,Overwatch League Stage 1,10226,1,London Spitfire,Florida Mayhem,London Spitfire,Dorado,1,2,1,NULL,London Spitfire,Florida Mayhem,Florida Mayhem,London Spitfire,93.26958466,0,0,240,NULL,NULL,1,0
2018-01-11T22:18:00Z,2018-01-11T22:22:00Z,Overwatch League Stage 1,10226,1,London Spitfire,Florida Mayhem,London Spitfire,Dorado,2,2,1,NULL,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,93.28312683,93.26958466,172.7027893,0,NULL,NULL,2,1
2018-01-11T22:29:00Z,2018-01-11T22:32:00Z,Overwatch League Stage 1,10226,2,London Spitfire,London Spitfire,Florida Mayhem,Temple of Anubis,1,2,1,NULL,London Spitfire,Florida Mayhem,Florida Mayhem,London Spitfire,0,0,284.8690186,240,NULL,NULL,2,0
2018-01-11T22:34:00Z,2018-01-11T22:43:00Z,Overwatch League Stage 1,10226,2,London Spitfire,London Spitfire,Florida Mayhem,Temple of Anubis,2,2,1,NULL,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,0,0,0,284.8690186,NULL,NULL,1,2
2018-01-11T22:58:00Z,2018-01-11T23:03:00Z,Overwatch League Stage 1,10226,3,London Spitfire,London Spitfire,Florida Mayhem,Oasis,1,2,0,University,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,0,0,100,99,1,0
2018-01-11T23:04:00Z,2018-01-11T23:11:00Z,Overwatch League Stage 1,10226,3,London Spitfire,London Spitfire,Florida Mayhem,Oasis,2,2,0,Gardens,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,0,0,100,99,2,0
2018-01-11T23:18:00Z,2018-01-11T23:23:00Z,Overwatch League Stage 1,10226,4,London Spitfire,London Spitfire,Florida Mayhem,Numbani,1,3,0,NULL,London Spitfire,Florida Mayhem,Florida Mayhem,London Spitfire,71.80075073,0,181.8260193,0,NULL,NULL,3,0
2018-01-11T23:25:00Z,2018-01-11T23:30:00Z,Overwatch League Stage 1,10226,4,London Spitfire,London Spitfire,Florida Mayhem,Numbani,3,3,0,NULL,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,0,71.80075073,0,181.8260193,NULL,NULL,0,3
2018-01-11T23:52:00Z,2018-01-12T00:00:00Z,Overwatch League Stage 1,10227,1,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Dorado,1,3,2,NULL,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,85.78796387,0,29.22543335,240,NULL,NULL,3,0
2018-01-12T00:02:00Z,2018-01-12T00:11:00Z,Overwatch League Stage 1,10227,1,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Dorado,2,3,2,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,78.91957092,85.78796387,0,29.22543335,NULL,NULL,2,3
2018-01-12T00:19:00Z,2018-01-12T00:27:00Z,Overwatch League Stage 1,10227,2,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Horizon Lunar Colony,1,2,1,NULL,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,0,0,0,240,NULL,NULL,1,0
2018-01-12T00:29:00Z,2018-01-12T00:32:00Z,Overwatch League Stage 1,10227,2,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Horizon Lunar Colony,2,2,1,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,308.3120117,0,NULL,NULL,2,1
2018-01-12T00:46:00Z,2018-01-12T00:49:00Z,Overwatch League Stage 1,10227,3,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Oasis,1,2,0,Gardens,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,0,1,0
2018-01-12T00:50:00Z,2018-01-12T00:53:00Z,Overwatch League Stage 1,10227,3,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Oasis,2,2,0,City Center,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,0,2,0
2018-01-12T00:59:00Z,2018-01-12T01:08:00Z,Overwatch League Stage 1,10227,4,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Eichenwalde,1,4,3,NULL,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,67.73542023,0,0,0,NULL,NULL,3,0
2018-01-12T01:10:00Z,2018-01-12T01:16:00Z,Overwatch League Stage 1,10227,4,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Eichenwalde,3,4,3,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,67.7281189,67.73542023,111.5680542,0,NULL,NULL,3,3
2018-01-12T01:18:00Z,2018-01-12T01:19:00Z,Overwatch League Stage 1,10227,4,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Eichenwalde,5,4,3,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,67.73542023,50.5850563,0,NULL,NULL,4,3
2018-01-12T01:25:00Z,2018-01-12T01:28:00Z,Overwatch League Stage 1,10227,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Lijiang Tower,1,2,0,Control Center,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,0,1,0
2018-01-12T01:29:00Z,2018-01-12T01:34:00Z,Overwatch League Stage 1,10227,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Lijiang Tower,2,2,0,Night Market,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,81,2,0
2018-01-12T01:59:00Z,2018-01-12T02:07:00Z,Overwatch League Stage 1,10228,1,New York Excelsior,New York Excelsior,Boston Uprising,Junkertown,1,3,2,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,91.34840393,0,0,240,NULL,NULL,2,0
2018-01-12T02:09:00Z,2018-01-12T02:14:00Z,Overwatch League Stage 1,10228,1,New York Excelsior,New York Excelsior,Boston Uprising,Junkertown,2,3,2,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,91.33758545,91.34840393,226.0007019,0,NULL,NULL,3,2
2018-01-12T02:21:00Z,2018-01-12T02:23:00Z,Overwatch League Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,1,4,3,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,307.4020081,240,NULL,NULL,2,0
2018-01-12T02:25:00Z,2018-01-12T02:31:00Z,Overwatch League Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,2,4,3,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,170.5870056,307.4020081,NULL,NULL,2,2
2018-01-12T02:32:00Z,2018-01-12T02:36:00Z,Overwatch League Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,3,4,3,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,307.4020081,NULL,NULL,3,2
2018-01-12T02:37:00Z,2018-01-12T02:41:00Z,Overwatch League Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,4,4,3,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,122.6850128,0,NULL,NULL,4,3
2018-01-12T02:58:00Z,2018-01-12T03:02:00Z,Overwatch League Stage 1,10228,3,New York Excelsior,New York Excelsior,Boston Uprising,Ilios,1,2,0,Well,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,0,0,0,0,24,100,0,1
2018-01-12T03:03:00Z,2018-01-12T03:05:00Z,Overwatch League Stage 1,10228,3,New York Excelsior,New York Excelsior,Boston Uprising,Ilios,2,2,0,Lighthouse,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,0,0,0,0,0,100,0,2
2018-01-12T03:13:00Z,2018-01-12T03:20:00Z,Overwatch League Stage 1,10228,4,New York Excelsior,New York Excelsior,Boston Uprising,Numbani,1,2,1,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,94.57969666,0,0,0,NULL,NULL,1,0
2018-01-12T03:22:00Z,2018-01-12T03:25:00Z,Overwatch League Stage 1,10228,4,New York Excelsior,New York Excelsior,Boston Uprising,Numbani,3,2,1,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,94.58244324,94.57969666,217.052002,0,NULL,NULL,2,1
2018-01-13T00:10:00Z,2018-01-13T00:17:00Z,Overwatch League Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,1,8,7,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,102.031723,0,66.77997589,240,NULL,NULL,3,0
2018-01-13T00:19:00Z,2018-01-13T00:23:00Z,Overwatch League Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,2,8,7,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,102.0107422,102.031723,225.5175629,66.77997589,NULL,NULL,3,3
2018-01-13T00:24:00Z,2018-01-13T00:28:00Z,Overwatch League Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,3,8,7,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,101.9930115,102.0107422,0,225.5175629,NULL,NULL,6,3
2018-01-13T00:30:00Z,2018-01-13T00:35:00Z,Overwatch League Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,4,8,7,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,102.008255,101.9930115,60,60,NULL,NULL,6,6
2018-01-13T00:37:00Z,2018-01-13T00:41:00Z,Overwatch League Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,5,8,7,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,24.04426575,102.008255,0,60,NULL,NULL,8,6
2018-01-13T00:42:00Z,2018-01-13T00:44:00Z,Overwatch League Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,6,8,7,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,47.95134735,24.04426575,0,0,NULL,NULL,7,8
2018-01-13T00:52:00Z,2018-01-13T00:53:00Z,Overwatch League Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,1,5,5,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,0,0,373.9299927,240,NULL,NULL,2,0
2018-01-13T00:55:00Z,2018-01-13T00:57:00Z,Overwatch League Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,2,5,5,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,0,393.6210022,373.9299927,NULL,NULL,2,2
2018-01-13T00:58:00Z,2018-01-13T01:03:00Z,Overwatch League Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,3,5,5,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,0,0,125.2610321,393.6210022,NULL,NULL,4,2
2018-01-13T01:04:00Z,2018-01-13T01:11:00Z,Overwatch League Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,4,5,5,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,0,60,150.5659943,NULL,NULL,4,4
2018-01-13T01:12:00Z,2018-01-13T01:15:00Z,Overwatch League Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,5,5,5,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,0,0,150.5659943,NULL,NULL,5,4
2018-01-13T01:16:00Z,2018-01-13T01:20:00Z,Overwatch League Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,6,5,5,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,0,0,0,0,NULL,NULL,5,5
2018-01-13T01:40:00Z,2018-01-13T01:43:00Z,Overwatch League Stage 1,10229,3,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Ilios,1,2,0,Lighthouse,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,0,0,0,0,100,0,1,0
2018-01-13T01:44:00Z,2018-01-13T01:49:00Z,Overwatch League Stage 1,10229,3,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Ilios,2,2,0,Ruins,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,0,0,0,0,100,99,2,0
2018-01-13T01:56:00Z,2018-01-13T02:01:00Z,Overwatch League Stage 1,10229,4,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Numbani,1,3,0,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,71.80340576,0,174.5879822,0,NULL,NULL,3,0
2018-01-13T02:03:00Z,2018-01-13T02:07:00Z,Overwatch League Stage 1,10229,4,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Numbani,3,3,0,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,71.80340576,0,174.5879822,NULL,NULL,0,3
2018-01-13T02:29:00Z,2018-01-13T02:38:00Z,Overwatch League Stage 1,10230,1,Boston Uprising,Boston Uprising,Florida Mayhem,Dorado,1,3,2,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,54.80433655,0,0,240,NULL,NULL,2,0
2018-01-13T02:40:00Z,2018-01-13T02:45:00Z,Overwatch League Stage 1,10230,1,Boston Uprising,Boston Uprising,Florida Mayhem,Dorado,2,3,2,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,54.81588745,54.80433655,167.4134979,0,NULL,NULL,3,2
2018-01-13T02:51:00Z,2018-01-13T02:58:00Z,Overwatch League Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,1,3,2,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,0,0,51.32803345,240,NULL,NULL,2,0
2018-01-13T03:00:00Z,2018-01-13T03:05:00Z,Overwatch League Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,2,3,2,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,206.411972,60,NULL,NULL,2,2
2018-01-13T03:07:00Z,2018-01-13T03:08:00Z,Overwatch League Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,3,3,2,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,0,0,0,206.411972,NULL,NULL,2,2
2018-01-13T03:09:00Z,2018-01-13T03:11:00Z,Overwatch League Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,4,3,2,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,98.87797546,0,NULL,NULL,3,2
2018-01-13T03:27:00Z,2018-01-13T03:31:00Z,Overwatch League Stage 1,10230,3,Boston Uprising,Boston Uprising,Florida Mayhem,Oasis,1,2,0,University,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,0,0,0,0,33,100,0,1
2018-01-13T03:32:00Z,2018-01-13T03:35:00Z,Overwatch League Stage 1,10230,3,Boston Uprising,Boston Uprising,Florida Mayhem,Oasis,2,2,0,City Center,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,0,0,0,0,0,100,0,2
2018-01-13T03:41:00Z,2018-01-13T03:48:00Z,Overwatch League Stage 1,10230,4,Boston Uprising,Boston Uprising,Florida Mayhem,Eichenwalde,1,2,1,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,119.0525131,0,0,0,NULL,NULL,1,0
2018-01-13T03:50:00Z,2018-01-13T03:54:00Z,Overwatch League Stage 1,10230,4,Boston Uprising,Boston Uprising,Florida Mayhem,Eichenwalde,3,2,1,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,119.0543671,119.0525131,143.3769989,0,NULL,NULL,2,1
2018-01-13T04:20:00Z,2018-01-13T04:28:00Z,Overwatch League Stage 1,10231,1,San Francisco Shock,San Francisco Shock,Shanghai Dragons,Junkertown,1,2,1,NULL,San Francisco Shock,Shanghai Dragons,Shanghai Dragons,San Francisco Shock,98.52540588,0,0,240,NULL,NULL,2,0
