round_start_time,round_end_time,stage,match_id,game_number,match_winner,map_winner,map_loser,map_name,map_round,winning_team_final_map_score,losing_team_final_map_score,control_round_name,attacker,defender,team_one_name,team_two_name,attacker_payload_distance,defender_payload_distance,attacker_time_banked,defender_time_banked,attacker_control_perecent,defender_control_perecent,attacker_round_end_score,defender_round_end_score
2019-02-15T01:28:00Z,2019-02-15T01:33:00Z,Overwatch League Stage 1,21211,4,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,Rialto,1,1,0,NULL,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,43.57294464,0,0,0,NULL,NULL,0,0
2019-02-15T01:35:00Z,2019-02-15T01:36:00Z,Overwatch League Stage 1,21211,4,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,Rialto,2,1,0,NULL,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,London Spitfire,43.57785034,43.57294464,185.3320007,0,NULL,NULL,1,0
2019-02-15T01:54:00Z,2019-02-15T02:00:00Z,Overwatch League Stage 1,21221,1,New York Excelsior,New York Excelsior,Boston Uprising,Nepal,1,2,0,Shrine,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,0,100,99,1,0
2019-02-15T02:00:00Z,2019-02-15T02:04:00Z,Overwatch League Stage 1,21221,1,New York Excelsior,New York Excelsior,Boston Uprising,Nepal,2,2,0,Sanctum,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,0,100,64,2,0
2019-02-15T02:08:00Z,2019-02-15T02:15:00Z,Overwatch League Stage 1,21221,2,New York Excelsior,Boston Uprising,New York Excelsior,Numbani,1,4,3,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,71.7956543,0,38.57903671,0,NULL,NULL,3,0
2019-02-15T02:18:00Z,2019-02-15T02:23:00Z,Overwatch League Stage 1,21221,2,New York Excelsior,Boston Uprising,New York Excelsior,Numbani,2,4,3,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,71.80432129,71.7956543,208.8209991,60,NULL,NULL,3,3
2019-02-15T02:24:00Z,2019-02-15T02:26:00Z,Overwatch League Stage 1,21221,2,New York Excelsior,Boston Uprising,New York Excelsior,Numbani,3,4,3,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,66.77054596,71.80432129,0,208.8209991,NULL,NULL,4,3
2019-02-15T02:27:00Z,2019-02-15T02:32:00Z,Overwatch League Stage 1,21221,2,New York Excelsior,Boston Uprising,New York Excelsior,Numbani,4,4,3,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,66.77054596,0,0,NULL,NULL,3,4
2019-02-15T02:41:00Z,2019-02-15T02:46:00Z,Overwatch League Stage 1,21221,3,New York Excelsior,draw,draw,Horizon Lunar Colony,1,4,4,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,170.4170074,0,NULL,NULL,2,0
2019-02-15T02:49:00Z,2019-02-15T02:54:00Z,Overwatch League Stage 1,21221,3,New York Excelsior,draw,draw,Horizon Lunar Colony,2,4,4,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,186.7369995,170.4170074,NULL,NULL,2,2
2019-02-15T02:56:00Z,2019-02-15T02:58:00Z,Overwatch League Stage 1,21221,3,New York Excelsior,draw,draw,Horizon Lunar Colony,3,4,4,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,44.03801727,186.7369995,NULL,NULL,4,2
2019-02-15T03:00:00Z,2019-02-15T03:02:00Z,Overwatch League Stage 1,21221,3,New York Excelsior,draw,draw,Horizon Lunar Colony,4,4,4,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,84.8529892,60,NULL,NULL,4,4
2019-02-15T03:04:00Z,2019-02-15T03:05:00Z,Overwatch League Stage 1,21221,3,New York Excelsior,draw,draw,Horizon Lunar Colony,5,4,4,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,0,84.8529892,NULL,NULL,4,4
2019-02-15T03:06:00Z,2019-02-15T03:08:00Z,Overwatch League Stage 1,21221,3,New York Excelsior,draw,draw,Horizon Lunar Colony,6,4,4,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,0,NULL,NULL,4,4
2019-02-15T03:12:00Z,2019-02-15T03:20:00Z,Overwatch League Stage 1,21221,4,New York Excelsior,New York Excelsior,Boston Uprising,Route 66,1,3,2,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,60.87327576,0,0,0,NULL,NULL,2,0
2019-02-15T03:22:00Z,2019-02-15T03:28:00Z,Overwatch League Stage 1,21221,4,New York Excelsior,New York Excelsior,Boston Uprising,Route 66,2,3,2,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,60.87460327,60.87327576,79.70002747,0,NULL,NULL,3,2
2019-02-15T03:46:00Z,2019-02-15T03:51:00Z,Overwatch League Stage 1,21231,1,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Ilios,1,2,0,Well,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,0,0,0,0,48,100,0,1
2019-02-15T03:51:00Z,2019-02-15T03:54:00Z,Overwatch League Stage 1,21231,1,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Ilios,2,2,0,Lighthouse,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,0,0,0,0,0,100,0,2
2019-02-15T03:58:00Z,2019-02-15T04:05:00Z,Overwatch League Stage 1,21231,2,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,King's Row,1,3,1,NULL,Seoul Dynasty,Los Angeles Gladiators,Los Angeles Gladiators,Seoul Dynasty,70.28768921,0,102.0830231,0,NULL,NULL,3,0
2019-02-15T04:07:00Z,2019-02-15T04:14:00Z,Overwatch League Stage 1,21231,2,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,King's Row,2,3,1,NULL,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,101.6785049,70.28768921,0,102.0830231,NULL,NULL,1,3
2019-02-15T04:23:00Z,2019-02-15T04:28:00Z,Overwatch League Stage 1,21231,3,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,Horizon Lunar Colony,1,1,0,NULL,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,0,0,0,0,NULL,NULL,0,0
2019-02-15T04:30:00Z,2019-02-15T04:34:00Z,Overwatch League Stage 1,21231,3,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,Horizon Lunar Colony,2,1,0,NULL,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,0,0,37.80801392,0,NULL,NULL,1,0
2019-02-15T04:37:00Z,2019-02-15T04:45:00Z,Overwatch League Stage 1,21231,4,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,Route 66,1,5,4,NULL,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,74.52746582,0,0,0,NULL,NULL,3,0
2019-02-15T04:47:00Z,2019-02-15T04:57:00Z,Overwatch League Stage 1,21231,4,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,Route 66,2,5,4,NULL,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,74.55308533,74.52746582,60,60,NULL,NULL,3,3
2019-02-15T04:59:00Z,2019-02-15T05:02:00Z,Overwatch League Stage 1,21231,4,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,Route 66,3,5,4,NULL,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,73.37355804,74.55308533,0,60,NULL,NULL,4,3
2019-02-15T05:03:00Z,2019-02-15T05:07:00Z,Overwatch League Stage 1,21231,4,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,Route 66,4,5,4,NULL,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Los Angeles Gladiators,73.37615967,73.37355804,0,0,NULL,NULL,5,4
2019-02-15T05:26:00Z,2019-02-15T05:28:00Z,Overwatch League Stage 1,21176,1,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Busan,1,2,1,MEKA Base,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,0,0,0,0,100,0,1,0
2019-02-15T05:29:00Z,2019-02-15T05:35:00Z,Overwatch League Stage 1,21176,1,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Busan,2,2,1,Downtown,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,0,0,0,0,99,100,1,1
2019-02-15T05:35:00Z,2019-02-15T05:40:00Z,Overwatch League Stage 1,21176,1,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Busan,3,2,1,Sanctuary,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,0,0,0,0,99,100,1,2
2019-02-15T05:45:00Z,2019-02-15T05:52:00Z,Overwatch League Stage 1,21176,2,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Hollywood,1,2,1,NULL,Shanghai Dragons,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,84.02163696,0,0,0,NULL,NULL,1,0
2019-02-15T05:54:00Z,2019-02-15T05:57:00Z,Overwatch League Stage 1,21176,2,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Hollywood,2,2,1,NULL,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,84.02811432,84.02163696,203.0979919,0,NULL,NULL,2,1
2019-02-15T06:06:00Z,2019-02-15T06:12:00Z,Overwatch League Stage 1,21176,3,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Horizon Lunar Colony,1,3,2,NULL,Hangzhou Spark,Shanghai Dragons,Shanghai Dragons,Hangzhou Spark,0,0,138.3710022,0,NULL,NULL,2,0
2019-02-15T06:15:00Z,2019-02-15T06:19:00Z,Overwatch League Stage 1,21176,3,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Horizon Lunar Colony,2,3,2,NULL,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,0,0,206.6500092,138.3710022,NULL,NULL,2,2
2019-02-15T06:21:00Z,2019-02-15T06:24:00Z,Overwatch League Stage 1,21176,3,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Horizon Lunar Colony,3,3,2,NULL,Hangzhou Spark,Shanghai Dragons,Shanghai Dragons,Hangzhou Spark,0,0,0,206.6500092,NULL,NULL,2,2
2019-02-15T06:25:00Z,2019-02-15T06:29:00Z,Overwatch League Stage 1,21176,3,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Horizon Lunar Colony,4,3,2,NULL,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,0,0,10.27900696,0,NULL,NULL,3,2
2019-02-15T06:35:00Z,2019-02-15T06:49:00Z,Overwatch League Stage 1,21176,4,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Rialto,1,2,1,NULL,Shanghai Dragons,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,102.704277,0,0,0,NULL,NULL,1,0
2019-02-15T06:50:00Z,2019-02-15T06:57:00Z,Overwatch League Stage 1,21176,4,Hangzhou Spark,Hangzhou Spark,Shanghai Dragons,Rialto,2,2,1,NULL,Hangzhou Spark,Shanghai Dragons,Hangzhou Spark,Shanghai Dragons,102.71315,102.704277,0,0,NULL,NULL,2,1
2019-02-16T00:05:00Z,2019-02-16T00:09:00Z,Overwatch League Stage 1,21177,1,Toronto Defiant,Houston Outlaws,Toronto Defiant,Nepal,1,2,1,Village,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,0,0,0,0,100,53,1,0
2019-02-16T00:10:00Z,2019-02-16T00:16:00Z,Overwatch League Stage 1,21177,1,Toronto Defiant,Houston Outlaws,Toronto Defiant,Nepal,2,2,1,Shrine,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,0,0,0,0,99,100,1,1
2019-02-16T00:17:00Z,2019-02-16T00:22:00Z,Overwatch League Stage 1,21177,1,Toronto Defiant,Houston Outlaws,Toronto Defiant,Nepal,3,2,1,Sanctum,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,0,0,0,0,99,100,1,2
2019-02-16T00:30:00Z,2019-02-16T00:37:00Z,Overwatch League Stage 1,21177,2,Toronto Defiant,Houston Outlaws,Toronto Defiant,Numbani,1,5,4,NULL,Houston Outlaws,Toronto Defiant,Toronto Defiant,Houston Outlaws,71.80067444,0,43.61100006,0,NULL,NULL,3,0
2019-02-16T00:39:00Z,2019-02-16T00:47:00Z,Overwatch League Stage 1,21177,2,Toronto Defiant,Houston Outlaws,Toronto Defiant,Numbani,2,5,4,NULL,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,71.8041153,71.80067444,60,103.1179733,NULL,NULL,3,3
2019-02-16T00:49:00Z,2019-02-16T00:51:00Z,Overwatch League Stage 1,21177,2,Toronto Defiant,Houston Outlaws,Toronto Defiant,Numbani,3,5,4,NULL,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,24.61223221,71.80067444,0,103.1179733,NULL,NULL,4,3
2019-02-16T00:52:00Z,2019-02-16T00:55:00Z,Overwatch League Stage 1,21177,2,Toronto Defiant,Houston Outlaws,Toronto Defiant,Numbani,4,5,4,NULL,Houston Outlaws,Toronto Defiant,Toronto Defiant,Houston Outlaws,24.61919022,24.61223221,0,0,NULL,NULL,5,4
2019-02-16T01:04:00Z,2019-02-16T01:12:00Z,Overwatch League Stage 1,21177,3,Toronto Defiant,Toronto Defiant,Houston Outlaws,Volskaya Industries,1,1,0,NULL,Toronto Defiant,Houston Outlaws,Houston Outlaws,Toronto Defiant,0,0,0,0,NULL,NULL,1,0
2019-02-16T01:15:00Z,2019-02-16T01:19:00Z,Overwatch League Stage 1,21177,3,Toronto Defiant,Toronto Defiant,Houston Outlaws,Volskaya Industries,2,1,0,NULL,Houston Outlaws,Toronto Defiant,Houston Outlaws,Toronto Defiant,0,0,0,0,NULL,NULL,0,1
2019-02-16T01:25:00Z,2019-02-16T01:33:00Z,Overwatch League Stage 1,21177,4,Toronto Defiant,Toronto Defiant,Houston Outlaws,Route 66,1,2,1,NULL,Toronto Defiant,Houston Outlaws,Houston Outlaws,Toronto Defiant,70.90907288,0,0,0,NULL,NULL,2,0
2019-02-16T01:35:00Z,2019-02-16T01:42:00Z,Overwatch League Stage 1,21177,4,Toronto Defiant,Toronto Defiant,Houston Outlaws,Route 66,2,2,1,NULL,Houston Outlaws,Toronto Defiant,Houston Outlaws,Toronto Defiant,79.66194916,70.90907288,0,0,NULL,NULL,1,2
2019-02-16T01:48:00Z,2019-02-16T01:51:00Z,Overwatch League Stage 1,21177,5,Toronto Defiant,Toronto Defiant,Houston Outlaws,Busan,1,2,1,Downtown,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,0,0,0,0,0,100,0,1
2019-02-16T01:52:00Z,2019-02-16T01:57:00Z,Overwatch League Stage 1,21177,5,Toronto Defiant,Toronto Defiant,Houston Outlaws,Busan,2,2,1,Sanctuary,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,0,0,0,0,100,99,1,1
2019-02-16T01:58:00Z,2019-02-16T02:03:00Z,Overwatch League Stage 1,21177,5,Toronto Defiant,Toronto Defiant,Houston Outlaws,Busan,3,2,1,MEKA Base,Toronto Defiant,Houston Outlaws,Toronto Defiant,Houston Outlaws,0,0,0,0,100,69,2,1
2019-02-16T02:19:00Z,2019-02-16T02:24:00Z,Overwatch League Stage 1,21241,1,Atlanta Reign,Atlanta Reign,Florida Mayhem,Ilios,1,2,0,Well,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,0,0,0,0,100,45,1,0
2019-02-16T02:25:00Z,2019-02-16T02:29:00Z,Overwatch League Stage 1,21241,1,Atlanta Reign,Atlanta Reign,Florida Mayhem,Ilios,2,2,0,Lighthouse,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,0,0,0,0,100,0,2,0
2019-02-16T02:36:00Z,2019-02-16T02:43:00Z,Overwatch League Stage 1,21241,2,Atlanta Reign,Atlanta Reign,Florida Mayhem,Hollywood,1,2,1,NULL,Florida Mayhem,Atlanta Reign,Atlanta Reign,Florida Mayhem,118.6160812,0,0,0,NULL,NULL,1,0
2019-02-16T02:45:00Z,2019-02-16T02:50:00Z,Overwatch League Stage 1,21241,2,Atlanta Reign,Atlanta Reign,Florida Mayhem,Hollywood,2,2,1,NULL,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,118.624855,118.6160812,96.61102295,0,NULL,NULL,2,1
2019-02-16T03:00:00Z,2019-02-16T03:03:00Z,Overwatch League Stage 1,21241,3,Atlanta Reign,Atlanta Reign,Florida Mayhem,Volskaya Industries,1,5,4,NULL,Florida Mayhem,Atlanta Reign,Atlanta Reign,Florida Mayhem,0,0,299.0559998,0,NULL,NULL,2,0
2019-02-16T03:06:00Z,2019-02-16T03:10:00Z,Overwatch League Stage 1,21241,3,Atlanta Reign,Atlanta Reign,Florida Mayhem,Volskaya Industries,2,5,4,NULL,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,0,0,222.6239929,299.0559998,NULL,NULL,2,2
2019-02-16T03:12:00Z,2019-02-16T03:16:00Z,Overwatch League Stage 1,21241,3,Atlanta Reign,Atlanta Reign,Florida Mayhem,Volskaya Industries,3,5,4,NULL,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,0,0,13.42100525,299.0559998,NULL,NULL,4,2
2019-02-16T03:17:00Z,2019-02-16T03:23:00Z,Overwatch League Stage 1,21241,3,Atlanta Reign,Atlanta Reign,Florida Mayhem,Volskaya Industries,4,5,4,NULL,Florida Mayhem,Atlanta Reign,Atlanta Reign,Florida Mayhem,0,0,60,73.42100525,NULL,NULL,4,4
2019-02-16T03:25:00Z,2019-02-16T03:26:00Z,Overwatch League Stage 1,21241,3,Atlanta Reign,Atlanta Reign,Florida Mayhem,Volskaya Industries,5,5,4,NULL,Florida Mayhem,Atlanta Reign,Atlanta Reign,Florida Mayhem,0,0,0,73.42100525,NULL,NULL,4,4
2019-02-16T03:28:00Z,2019-02-16T03:29:00Z,Overwatch League Stage 1,21241,3,Atlanta Reign,Atlanta Reign,Florida Mayhem,Volskaya Industries,6,5,4,NULL,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,0,0,14.52000427,0,NULL,NULL,5,4
2019-02-16T03:34:00Z,2019-02-16T03:41:00Z,Overwatch League Stage 1,21241,4,Atlanta Reign,Atlanta Reign,Florida Mayhem,Route 66,1,2,1,NULL,Florida Mayhem,Atlanta Reign,Atlanta Reign,Florida Mayhem,64.26023102,0,0,0,NULL,NULL,1,0
2019-02-16T03:42:00Z,2019-02-16T03:47:00Z,Overwatch League Stage 1,21241,4,Atlanta Reign,Atlanta Reign,Florida Mayhem,Route 66,2,2,1,NULL,Atlanta Reign,Florida Mayhem,Atlanta Reign,Florida Mayhem,64.26213074,64.26023102,116.20401,0,NULL,NULL,2,1
2019-02-16T04:03:00Z,2019-02-16T04:08:00Z,Overwatch League Stage 1,21126,1,San Francisco Shock,San Francisco Shock,Dallas Fuel,Nepal,1,2,0,Shrine,Dallas Fuel,San Francisco Shock,Dallas Fuel,San Francisco Shock,0,0,0,0,76,100,0,1
2019-02-16T04:09:00Z,2019-02-16T04:12:00Z,Overwatch League Stage 1,21126,1,San Francisco Shock,San Francisco Shock,Dallas Fuel,Nepal,2,2,0,Village,Dallas Fuel,San Francisco Shock,Dallas Fuel,San Francisco Shock,0,0,0,0,40,100,0,2
2019-02-16T04:19:00Z,2019-02-16T04:25:00Z,Overwatch League Stage 1,21126,2,San Francisco Shock,San Francisco Shock,Dallas Fuel,King's Row,1,3,1,NULL,San Francisco Shock,Dallas Fuel,Dallas Fuel,San Francisco Shock,70.29580688,0,127.3950043,0,NULL,NULL,3,0
2019-02-16T04:28:00Z,2019-02-16T04:34:00Z,Overwatch League Stage 1,21126,2,San Francisco Shock,San Francisco Shock,Dallas Fuel,King's Row,2,3,1,NULL,Dallas Fuel,San Francisco Shock,Dallas Fuel,San Francisco Shock,77.62307739,70.29580688,0,127.3950043,NULL,NULL,1,3
2019-02-16T04:45:00Z,2019-02-16T04:48:00Z,Overwatch League Stage 1,21126,3,San Francisco Shock,San Francisco Shock,Dallas Fuel,Horizon Lunar Colony,1,3,2,NULL,San Francisco Shock,Dallas Fuel,Dallas Fuel,San Francisco Shock,0,0,304.7189941,0,NULL,NULL,2,0
2019-02-16T04:51:00Z,2019-02-16T04:59:00Z,Overwatch League Stage 1,21126,3,San Francisco Shock,San Francisco Shock,Dallas Fuel,Horizon Lunar Colony,2,3,2,NULL,Dallas Fuel,San Francisco Shock,Dallas Fuel,San Francisco Shock,0,0,0,304.7189941,NULL,NULL,2,2
2019-02-16T05:01:00Z,2019-02-16T05:01:00Z,Overwatch League Stage 1,21126,3,San Francisco Shock,San Francisco Shock,Dallas Fuel,Horizon Lunar Colony,3,3,2,NULL,San Francisco Shock,Dallas Fuel,Dallas Fuel,San Francisco Shock,0,0,280.269989,0,NULL,NULL,3,2
2019-02-16T05:07:00Z,2019-02-16T05:14:00Z,Overwatch League Stage 1,21126,4,San Francisco Shock,San Francisco Shock,Dallas Fuel,Rialto,1,3,1,NULL,San Francisco Shock,Dallas Fuel,Dallas Fuel,San Francisco Shock,88.14381409,0,55.8690033,0,NULL,NULL,3,0
2019-02-16T05:16:00Z,2019-02-16T05:23:00Z,Overwatch League Stage 1,21126,4,San Francisco Shock,San Francisco Shock,Dallas Fuel,Rialto,2,3,1,NULL,Dallas Fuel,San Francisco Shock,Dallas Fuel,San Francisco Shock,65.55587006,88.14381409,0,55.8690033,NULL,NULL,1,3
2019-02-16T05:38:00Z,2019-02-16T05:43:00Z,Overwatch League Stage 1,21212,1,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Busan,1,2,0,Sanctuary,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,0,0,0,0,90,100,0,1
2019-02-16T05:44:00Z,2019-02-16T05:49:00Z,Overwatch League Stage 1,21212,1,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Busan,2,2,0,MEKA Base,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,0,0,0,0,99,100,0,2
2019-02-16T05:53:00Z,2019-02-16T06:00:00Z,Overwatch League Stage 1,21212,2,Chengdu Hunters,Chengdu Hunters,Guangzhou Charge,Numbani,1,3,2,NULL,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,Chengdu Hunters,71.8010025,0,70.6880188,0,NULL,NULL,3,0
2019-02-16T06:02:00Z,2019-02-16T06:10:00Z,Overwatch League Stage 1,21212,2,Chengdu Hunters,Chengdu Hunters,Guangzhou Charge,Numbani,2,3,2,NULL,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,71.244133,71.8010025,0,70.6880188,NULL,NULL,2,3
2019-02-16T06:20:00Z,2019-02-16T06:27:00Z,Overwatch League Stage 1,21212,3,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Volskaya Industries,1,3,2,NULL,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,Chengdu Hunters,0,0,35.91902161,0,NULL,NULL,2,0
2019-02-16T06:30:00Z,2019-02-16T06:34:00Z,Overwatch League Stage 1,21212,3,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Volskaya Industries,2,3,2,NULL,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,0,0,256.7990112,60,NULL,NULL,2,2
2019-02-16T06:35:00Z,2019-02-16T06:36:00Z,Overwatch League Stage 1,21212,3,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,Volskaya Industries,3,3,2,NULL,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,Chengdu Hunters,0,0,0,256.7990112,NULL,NULL,2,2
