round_start_time,round_end_time,stage,match_id,game_number,match_winner,map_winner,map_loser,map_name,map_round,winning_team_final_map_score,losing_team_final_map_score,control_round_name,attacker,defender,team_one_name,team_two_name,attacker_payload_distance,defender_payload_distance,attacker_time_banked,defender_time_banked,attacker_control_perecent,defender_control_perecent,attacker_round_end_score,defender_round_end_score
2019-04-13T01:58:00Z,2019-04-13T02:05:00Z,Overwatch League Stage 2,21322,3,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Blizzard World,2,4,3,NULL,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Boston Uprising,111.6068268,111.6101532,64.98399353,136.257019,NULL,NULL,3,3
2019-04-13T02:06:00Z,2019-04-13T02:08:00Z,Overwatch League Stage 2,21322,3,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Blizzard World,3,4,3,NULL,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Boston Uprising,0,111.6101532,0,136.257019,NULL,NULL,3,3
2019-04-13T02:09:00Z,2019-04-13T02:11:00Z,Overwatch League Stage 2,21322,3,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Blizzard World,4,4,3,NULL,Boston Uprising,Hangzhou Spark,Hangzhou Spark,Boston Uprising,0,0,3.067016602,0,NULL,NULL,4,3
2019-04-13T02:16:00Z,2019-04-13T02:21:00Z,Overwatch League Stage 2,21322,4,Hangzhou Spark,Hangzhou Spark,Boston Uprising,Junkertown,1,1,0,NULL,Boston Uprising,Hangzhou Spark,Hangzhou Spark,Boston Uprising,85.10257721,0,0,0,NULL,NULL,0,0
2019-04-13T02:22:00Z,2019-04-13T02:24:00Z,Overwatch League Stage 2,21322,4,Hangzhou Spark,Hangzhou Spark,Boston Uprising,Junkertown,2,1,0,NULL,Hangzhou Spark,Boston Uprising,Hangzhou Spark,Boston Uprising,85.10464478,85.10257721,151.8919983,0,NULL,NULL,1,0
2019-04-13T02:29:00Z,2019-04-13T02:34:00Z,Overwatch League Stage 2,21322,5,Hangzhou Spark,Hangzhou Spark,Boston Uprising,Lijiang Tower,1,2,1,Night Market,Boston Uprising,Hangzhou Spark,Boston Uprising,Hangzhou Spark,0,0,0,0,99,100,0,1
2019-04-13T02:35:00Z,2019-04-13T02:39:00Z,Overwatch League Stage 2,21322,5,Hangzhou Spark,Hangzhou Spark,Boston Uprising,Lijiang Tower,2,2,1,Control Center,Boston Uprising,Hangzhou Spark,Boston Uprising,Hangzhou Spark,0,0,0,0,100,63,1,1
2019-04-13T02:40:00Z,2019-04-13T02:46:00Z,Overwatch League Stage 2,21322,5,Hangzhou Spark,Hangzhou Spark,Boston Uprising,Lijiang Tower,3,2,1,Garden,Boston Uprising,Hangzhou Spark,Boston Uprising,Hangzhou Spark,0,0,0,0,99,100,1,2
2019-04-13T03:00:00Z,2019-04-13T03:03:00Z,Overwatch League Stage 2,21331,1,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Oasis,1,2,0,Gardens,Guangzhou Charge,San Francisco Shock,Guangzhou Charge,San Francisco Shock,0,0,0,0,0,100,0,1
2019-04-13T03:03:00Z,2019-04-13T03:07:00Z,Overwatch League Stage 2,21331,1,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Oasis,2,2,0,University,Guangzhou Charge,San Francisco Shock,Guangzhou Charge,San Francisco Shock,0,0,0,0,38,100,0,2
2019-04-13T03:11:00Z,2019-04-13T03:16:00Z,Overwatch League Stage 2,21331,2,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Paris,1,3,2,NULL,San Francisco Shock,Guangzhou Charge,Guangzhou Charge,San Francisco Shock,0,0,223.8900146,0,NULL,NULL,2,0
2019-04-13T03:19:00Z,2019-04-13T03:28:00Z,Overwatch League Stage 2,21331,2,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Paris,2,3,2,NULL,Guangzhou Charge,San Francisco Shock,Guangzhou Charge,San Francisco Shock,0,0,0,223.8900146,NULL,NULL,2,2
2019-04-13T03:30:00Z,2019-04-13T03:31:00Z,Overwatch League Stage 2,21331,2,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Paris,3,3,2,NULL,San Francisco Shock,Guangzhou Charge,Guangzhou Charge,San Francisco Shock,0,0,145.5690002,0,NULL,NULL,3,2
2019-04-13T03:44:00Z,2019-04-13T03:51:00Z,Overwatch League Stage 2,21331,3,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Blizzard World,1,3,0,NULL,San Francisco Shock,Guangzhou Charge,Guangzhou Charge,San Francisco Shock,111.6037216,0,56.14901733,0,NULL,NULL,3,0
2019-04-13T03:54:00Z,2019-04-13T03:59:00Z,Overwatch League Stage 2,21331,3,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Blizzard World,2,3,0,NULL,Guangzhou Charge,San Francisco Shock,Guangzhou Charge,San Francisco Shock,0,111.6037216,0,56.14901733,NULL,NULL,0,3
2019-04-13T04:02:00Z,2019-04-13T04:08:00Z,Overwatch League Stage 2,21331,4,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Watchpoint: Gibraltar,1,3,0,NULL,San Francisco Shock,Guangzhou Charge,Guangzhou Charge,San Francisco Shock,88.72605896,0,115.3130188,0,NULL,NULL,3,0
2019-04-13T04:10:00Z,2019-04-13T04:14:00Z,Overwatch League Stage 2,21331,4,San Francisco Shock,San Francisco Shock,Guangzhou Charge,Watchpoint: Gibraltar,2,3,0,NULL,Guangzhou Charge,San Francisco Shock,Guangzhou Charge,San Francisco Shock,42.59867859,88.72605896,0,115.3130188,NULL,NULL,0,3
2019-04-13T04:28:00Z,2019-04-13T04:31:00Z,Overwatch League Stage 2,21258,1,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,Lijiang Tower,1,2,0,Control Center,Chengdu Hunters,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,0,0,0,0,0,100,0,1
2019-04-13T04:32:00Z,2019-04-13T04:35:00Z,Overwatch League Stage 2,21258,1,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,Lijiang Tower,2,2,0,Garden,Chengdu Hunters,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,0,0,0,0,0,100,0,2
2019-04-13T04:41:00Z,2019-04-13T04:45:00Z,Overwatch League Stage 2,21258,2,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Paris,1,1,0,NULL,Shanghai Dragons,Chengdu Hunters,Chengdu Hunters,Shanghai Dragons,0,0,0,0,NULL,NULL,0,0
2019-04-13T04:49:00Z,2019-04-13T04:51:00Z,Overwatch League Stage 2,21258,2,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Paris,2,1,0,NULL,Chengdu Hunters,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,0,0,160.3570099,0,NULL,NULL,1,0
2019-04-13T05:04:00Z,2019-04-13T05:12:00Z,Overwatch League Stage 2,21258,3,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,King's Row,1,3,2,NULL,Chengdu Hunters,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,58.40349579,0,0,0,NULL,NULL,2,0
2019-04-13T05:15:00Z,2019-04-13T05:20:00Z,Overwatch League Stage 2,21258,3,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,King's Row,2,3,2,NULL,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,Chengdu Hunters,58.40825653,58.40349579,156.2800293,0,NULL,NULL,3,2
2019-04-13T05:25:00Z,2019-04-13T05:31:00Z,Overwatch League Stage 2,21258,4,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,Junkertown,1,3,2,NULL,Shanghai Dragons,Chengdu Hunters,Chengdu Hunters,Shanghai Dragons,101.853775,0,128.9000244,0,NULL,NULL,3,0
2019-04-13T05:33:00Z,2019-04-13T05:41:00Z,Overwatch League Stage 2,21258,4,Shanghai Dragons,Shanghai Dragons,Chengdu Hunters,Junkertown,2,3,2,NULL,Chengdu Hunters,Shanghai Dragons,Chengdu Hunters,Shanghai Dragons,92.0223999,101.853775,0,128.9000244,NULL,NULL,2,3
2019-04-13T19:05:00Z,2019-04-13T19:10:00Z,Overwatch League Stage 2,21332,1,London Spitfire,London Spitfire,Philadelphia Fusion,Lijiang Tower,1,2,1,Garden,London Spitfire,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,0,0,0,0,100,47,1,0
2019-04-13T19:10:00Z,2019-04-13T19:15:00Z,Overwatch League Stage 2,21332,1,London Spitfire,London Spitfire,Philadelphia Fusion,Lijiang Tower,2,2,1,Control Center,London Spitfire,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,0,0,0,0,38,100,1,1
2019-04-13T19:15:00Z,2019-04-13T19:19:00Z,Overwatch League Stage 2,21332,1,London Spitfire,London Spitfire,Philadelphia Fusion,Lijiang Tower,3,2,1,Night Market,London Spitfire,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,0,0,0,0,100,34,2,1
2019-04-13T19:23:00Z,2019-04-13T19:26:00Z,Overwatch League Stage 2,21332,2,London Spitfire,draw,draw,Hanamura,1,2,2,NULL,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,0,0,310.822998,0,NULL,NULL,2,0
2019-04-13T19:29:00Z,2019-04-13T19:35:00Z,Overwatch League Stage 2,21332,2,London Spitfire,draw,draw,Hanamura,2,2,2,NULL,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,London Spitfire,0,0,179.8209991,310.822998,NULL,NULL,2,2
2019-04-13T19:36:00Z,2019-04-13T19:39:00Z,Overwatch League Stage 2,21332,2,London Spitfire,draw,draw,Hanamura,3,2,2,NULL,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,London Spitfire,0,0,0,310.822998,NULL,NULL,2,2
2019-04-13T19:41:00Z,2019-04-13T19:46:00Z,Overwatch League Stage 2,21332,2,London Spitfire,draw,draw,Hanamura,4,2,2,NULL,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,0,0,0,0,NULL,NULL,2,2
2019-04-13T19:59:00Z,2019-04-13T20:07:00Z,Overwatch League Stage 2,21332,3,London Spitfire,Philadelphia Fusion,London Spitfire,Blizzard World,1,4,3,NULL,London Spitfire,Philadelphia Fusion,Philadelphia Fusion,London Spitfire,111.6262054,0,0,0,NULL,NULL,3,0
2019-04-13T20:11:00Z,2019-04-13T20:16:00Z,Overwatch League Stage 2,21332,3,London Spitfire,Philadelphia Fusion,London Spitfire,Blizzard World,2,4,3,NULL,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,London Spitfire,111.6087952,111.6262054,142.8940125,0,NULL,NULL,3,3
2019-04-13T20:18:00Z,2019-04-13T20:21:00Z,Overwatch League Stage 2,21332,3,London Spitfire,Philadelphia Fusion,London Spitfire,Blizzard World,3,4,3,NULL,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,London Spitfire,0,111.6262054,0,0,NULL,NULL,4,3
2019-04-13T20:25:00Z,2019-04-13T20:33:00Z,Overwatch League Stage 2,21332,4,London Spitfire,London Spitfire,Philadelphia Fusion,Rialto,1,3,2,NULL,Philadelphia Fusion,London Spitfire,London Spitfire,Philadelphia Fusion,86.39393616,0,0,0,NULL,NULL,2,0
2019-04-13T20:35:00Z,2019-04-13T20:43:00Z,Overwatch League Stage 2,21332,4,London Spitfire,London Spitfire,Philadelphia Fusion,Rialto,2,3,2,NULL,London Spitfire,Philadelphia Fusion,London Spitfire,Philadelphia Fusion,86.40440369,86.39393616,0,0,NULL,NULL,3,2
2019-04-13T20:57:00Z,2019-04-13T21:02:00Z,Overwatch League Stage 2,21341,1,Vancouver Titans,Houston Outlaws,Vancouver Titans,Busan,1,2,0,MEKA Base,Vancouver Titans,Houston Outlaws,Vancouver Titans,Houston Outlaws,0,0,0,0,84,100,0,1
2019-04-13T21:03:00Z,2019-04-13T21:06:00Z,Overwatch League Stage 2,21341,1,Vancouver Titans,Houston Outlaws,Vancouver Titans,Busan,2,2,0,Sanctuary,Vancouver Titans,Houston Outlaws,Vancouver Titans,Houston Outlaws,0,0,0,0,26,100,0,2
2019-04-13T21:13:00Z,2019-04-13T21:17:00Z,Overwatch League Stage 2,21341,2,Vancouver Titans,Vancouver Titans,Houston Outlaws,Paris,1,1,0,NULL,Houston Outlaws,Vancouver Titans,Vancouver Titans,Houston Outlaws,0,0,0,0,NULL,NULL,0,0
2019-04-13T21:20:00Z,2019-04-13T21:21:00Z,Overwatch League Stage 2,21341,2,Vancouver Titans,Vancouver Titans,Houston Outlaws,Paris,2,1,0,NULL,Vancouver Titans,Houston Outlaws,Vancouver Titans,Houston Outlaws,0,0,181.9700012,0,NULL,NULL,1,0
2019-04-13T21:33:00Z,2019-04-13T21:40:00Z,Overwatch League Stage 2,21341,3,Vancouver Titans,Vancouver Titans,Houston Outlaws,Eichenwalde,1,2,1,NULL,Vancouver Titans,Houston Outlaws,Houston Outlaws,Vancouver Titans,124.1523666,0,0,0,NULL,NULL,1,0
2019-04-13T21:43:00Z,2019-04-13T21:50:00Z,Overwatch League Stage 2,21341,3,Vancouver Titans,Vancouver Titans,Houston Outlaws,Eichenwalde,2,2,1,NULL,Houston Outlaws,Vancouver Titans,Houston Outlaws,Vancouver Titans,84.22685242,124.1523666,0,0,NULL,NULL,1,2
2019-04-13T21:54:00Z,2019-04-13T21:58:00Z,Overwatch League Stage 2,21341,4,Vancouver Titans,Vancouver Titans,Houston Outlaws,Rialto,1,1,0,NULL,Houston Outlaws,Vancouver Titans,Vancouver Titans,Houston Outlaws,93.41851807,0,0,0,NULL,NULL,0,0
2019-04-13T22:00:00Z,2019-04-13T22:03:00Z,Overwatch League Stage 2,21341,4,Vancouver Titans,Vancouver Titans,Houston Outlaws,Rialto,2,1,0,NULL,Vancouver Titans,Houston Outlaws,Vancouver Titans,Houston Outlaws,93.43379974,93.41851807,94.05101013,0,NULL,NULL,1,0
2019-04-13T22:18:00Z,2019-04-13T22:23:00Z,Overwatch League Stage 2,21270,1,Dallas Fuel,Dallas Fuel,Toronto Defiant,Oasis,1,2,0,Gardens,Dallas Fuel,Toronto Defiant,Dallas Fuel,Toronto Defiant,0,0,0,0,100,99,1,0
2019-04-13T22:24:00Z,2019-04-13T22:29:00Z,Overwatch League Stage 2,21270,1,Dallas Fuel,Dallas Fuel,Toronto Defiant,Oasis,2,2,0,City Center,Dallas Fuel,Toronto Defiant,Dallas Fuel,Toronto Defiant,0,0,0,0,100,92,2,0
2019-04-13T22:34:00Z,2019-04-13T22:39:00Z,Overwatch League Stage 2,21270,2,Dallas Fuel,Dallas Fuel,Toronto Defiant,Paris,1,5,4,NULL,Toronto Defiant,Dallas Fuel,Dallas Fuel,Toronto Defiant,0,0,141.5000458,0,NULL,NULL,2,0
2019-04-13T22:43:00Z,2019-04-13T22:47:00Z,Overwatch League Stage 2,21270,2,Dallas Fuel,Dallas Fuel,Toronto Defiant,Paris,2,5,4,NULL,Dallas Fuel,Toronto Defiant,Dallas Fuel,Toronto Defiant,0,0,241.5309906,141.5000458,NULL,NULL,2,2
2019-04-13T22:48:00Z,2019-04-13T22:52:00Z,Overwatch League Stage 2,21270,2,Dallas Fuel,Dallas Fuel,Toronto Defiant,Paris,3,5,4,NULL,Toronto Defiant,Dallas Fuel,Dallas Fuel,Toronto Defiant,0,0,0,241.5309906,NULL,NULL,4,2
2019-04-13T22:53:00Z,2019-04-13T22:57:00Z,Overwatch League Stage 2,21270,2,Dallas Fuel,Dallas Fuel,Toronto Defiant,Paris,4,5,4,NULL,Dallas Fuel,Toronto Defiant,Dallas Fuel,Toronto Defiant,0,0,77.75098419,0,NULL,NULL,4,4
2019-04-13T22:58:00Z,2019-04-13T22:59:00Z,Overwatch League Stage 2,21270,2,Dallas Fuel,Dallas Fuel,Toronto Defiant,Paris,5,5,4,NULL,Dallas Fuel,Toronto Defiant,Dallas Fuel,Toronto Defiant,0,0,0,0,NULL,NULL,5,4
2019-04-13T23:13:00Z,2019-04-13T23:17:00Z,Overwatch League Stage 2,21270,3,Dallas Fuel,Dallas Fuel,Toronto Defiant,King's Row,1,3,0,NULL,Dallas Fuel,Toronto Defiant,Toronto Defiant,Dallas Fuel,70.29574585,0,197.9760132,0,NULL,NULL,3,0
2019-04-13T23:21:00Z,2019-04-13T23:25:00Z,Overwatch League Stage 2,21270,3,Dallas Fuel,Dallas Fuel,Toronto Defiant,King's Row,2,3,0,NULL,Toronto Defiant,Dallas Fuel,Toronto Defiant,Dallas Fuel,0,70.29574585,0,197.9760132,NULL,NULL,0,3
2019-04-13T23:29:00Z,2019-04-13T23:33:00Z,Overwatch League Stage 2,21270,4,Dallas Fuel,Dallas Fuel,Toronto Defiant,Rialto,1,3,2,NULL,Dallas Fuel,Toronto Defiant,Toronto Defiant,Dallas Fuel,88.14820862,0,229.2799988,0,NULL,NULL,3,0
2019-04-13T23:35:00Z,2019-04-13T23:43:00Z,Overwatch League Stage 2,21270,4,Dallas Fuel,Dallas Fuel,Toronto Defiant,Rialto,2,3,2,NULL,Toronto Defiant,Dallas Fuel,Toronto Defiant,Dallas Fuel,82.0894928,88.14820862,0,229.2799988,NULL,NULL,2,3
2019-04-13T23:57:00Z,2019-04-14T00:02:00Z,Overwatch League Stage 2,21278,1,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Lijiang Tower,1,2,1,Garden,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,0,0,0,0,100,99,1,0
2019-04-14T00:03:00Z,2019-04-14T00:06:00Z,Overwatch League Stage 2,21278,1,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Lijiang Tower,2,2,1,Night Market,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,0,0,0,0,0,100,1,1
2019-04-14T00:06:00Z,2019-04-14T00:11:00Z,Overwatch League Stage 2,21278,1,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Lijiang Tower,3,2,1,Control Center,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,0,0,0,0,100,88,2,1
2019-04-14T00:15:00Z,2019-04-14T00:19:00Z,Overwatch League Stage 2,21278,2,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Temple of Anubis,1,3,2,NULL,Los Angeles Gladiators,Guangzhou Charge,Guangzhou Charge,Los Angeles Gladiators,0,0,265.3439941,0,NULL,NULL,2,0
2019-04-14T00:22:00Z,2019-04-14T00:29:00Z,Overwatch League Stage 2,21278,2,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Temple of Anubis,2,3,2,NULL,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,0,0,111.8860168,265.3439941,NULL,NULL,2,2
2019-04-14T00:30:00Z,2019-04-14T00:32:00Z,Overwatch League Stage 2,21278,2,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Temple of Anubis,3,3,2,NULL,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,0,0,0,265.3439941,NULL,NULL,2,2
2019-04-14T00:33:00Z,2019-04-14T00:35:00Z,Overwatch League Stage 2,21278,2,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Temple of Anubis,4,3,2,NULL,Los Angeles Gladiators,Guangzhou Charge,Guangzhou Charge,Los Angeles Gladiators,0,0,178.4109955,0,NULL,NULL,3,2
2019-04-14T00:47:00Z,2019-04-14T00:53:00Z,Overwatch League Stage 2,21278,3,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Blizzard World,1,3,2,NULL,Los Angeles Gladiators,Guangzhou Charge,Guangzhou Charge,Los Angeles Gladiators,111.6085052,0,104.0570221,0,NULL,NULL,3,0
2019-04-14T00:56:00Z,2019-04-14T01:04:00Z,Overwatch League Stage 2,21278,3,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Blizzard World,2,3,2,NULL,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,50.50519562,111.6085052,0,104.0570221,NULL,NULL,2,3
2019-04-14T01:08:00Z,2019-04-14T01:13:00Z,Overwatch League Stage 2,21278,4,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Watchpoint: Gibraltar,1,3,1,NULL,Los Angeles Gladiators,Guangzhou Charge,Guangzhou Charge,Los Angeles Gladiators,88.69018555,0,155.388031,0,NULL,NULL,3,0
2019-04-14T01:15:00Z,2019-04-14T01:22:00Z,Overwatch League Stage 2,21278,4,Los Angeles Gladiators,Los Angeles Gladiators,Guangzhou Charge,Watchpoint: Gibraltar,2,3,1,NULL,Guangzhou Charge,Los Angeles Gladiators,Guangzhou Charge,Los Angeles Gladiators,76.39985657,88.69018555,0,155.388031,NULL,NULL,1,3
2019-04-14T19:06:00Z,2019-04-14T19:11:00Z,Overwatch League Stage 2,21297,1,Dallas Fuel,Dallas Fuel,Paris Eternal,Busan,1,2,0,Downtown,Dallas Fuel,Paris Eternal,Dallas Fuel,Paris Eternal,0,0,0,0,100,99,1,0
2019-04-14T19:12:00Z,2019-04-14T19:16:00Z,Overwatch League Stage 2,21297,1,Dallas Fuel,Dallas Fuel,Paris Eternal,Busan,2,2,0,Sanctuary,Dallas Fuel,Paris Eternal,Dallas Fuel,Paris Eternal,0,0,0,0,100,52,2,0
2019-04-14T19:22:00Z,2019-04-14T19:28:00Z,Overwatch League Stage 2,21297,2,Dallas Fuel,draw,draw,Paris,1,2,2,NULL,Dallas Fuel,Paris Eternal,Paris Eternal,Dallas Fuel,0,0,91.91899109,0,NULL,NULL,2,0
2019-04-14T19:32:00Z,2019-04-14T19:36:00Z,Overwatch League Stage 2,21297,2,Dallas Fuel,draw,draw,Paris,2,2,2,NULL,Paris Eternal,Dallas Fuel,Paris Eternal,Dallas Fuel,0,0,197.5570221,91.91899109,NULL,NULL,2,2
2019-04-14T19:38:00Z,2019-04-14T19:39:00Z,Overwatch League Stage 2,21297,2,Dallas Fuel,draw,draw,Paris,3,2,2,NULL,Dallas Fuel,Paris Eternal,Paris Eternal,Dallas Fuel,0,0,0,197.5570221,NULL,NULL,2,2
2019-04-14T19:41:00Z,2019-04-14T19:44:00Z,Overwatch League Stage 2,21297,2,Dallas Fuel,draw,draw,Paris,4,2,2,NULL,Paris Eternal,Dallas Fuel,Paris Eternal,Dallas Fuel,0,0,0,0,NULL,NULL,2,2
2019-04-14T19:56:00Z,2019-04-14T20:01:00Z,Overwatch League Stage 2,21297,3,Dallas Fuel,Dallas Fuel,Paris Eternal,Blizzard World,1,4,3,NULL,Dallas Fuel,Paris Eternal,Paris Eternal,Dallas Fuel,111.6061554,0,184.0320129,0,NULL,NULL,3,0
2019-04-14T20:04:00Z,2019-04-14T20:12:00Z,Overwatch League Stage 2,21297,3,Dallas Fuel,Dallas Fuel,Paris Eternal,Blizzard World,2,4,3,NULL,Paris Eternal,Dallas Fuel,Paris Eternal,Dallas Fuel,111.5914001,111.6061554,60,219.1159821,NULL,NULL,3,3
2019-04-14T20:13:00Z,2019-04-14T20:15:00Z,Overwatch League Stage 2,21297,3,Dallas Fuel,Dallas Fuel,Paris Eternal,Blizzard World,3,4,3,NULL,Paris Eternal,Dallas Fuel,Paris Eternal,Dallas Fuel,0,111.6061554,0,219.1159821,NULL,NULL,3,3
2019-04-14T20:16:00Z,2019-04-14T20:18:00Z,Overwatch League Stage 2,21297,3,Dallas Fuel,Dallas Fuel,Paris Eternal,Blizzard World,4,4,3,NULL,Dallas Fuel,Paris Eternal,Paris Eternal,Dallas Fuel,0,0,81.1849823,0,NULL,NULL,4,3
2019-04-14T20:24:00Z,2019-04-14T20:31:00Z,Overwatch League Stage 2,21297,4,Dallas Fuel,Paris Eternal,Dallas Fuel,Rialto,1,2,1,NULL,Dallas Fuel,Paris Eternal,Paris Eternal,Dallas Fuel,85.82228851,0,0,0,NULL,NULL,1,0
2019-04-14T20:33:00Z,2019-04-14T20:37:00Z,Overwatch League Stage 2,21297,4,Dallas Fuel,Paris Eternal,Dallas Fuel,Rialto,2,2,1,NULL,Paris Eternal,Dallas Fuel,Paris Eternal,Dallas Fuel,85.82675934,85.82228851,116.75,0,NULL,NULL,2,1
2019-04-14T20:50:00Z,2019-04-14T20:53:00Z,Overwatch League Stage 2,21240,1,Atlanta Reign,Atlanta Reign,Washington Justice,Busan,1,2,0,Sanctuary,Atlanta Reign,Washington Justice,Atlanta Reign,Washington Justice,0,0,0,0,100,0,1,0
2019-04-14T20:54:00Z,2019-04-14T20:59:00Z,Overwatch League Stage 2,21240,1,Atlanta Reign,Atlanta Reign,Washington Justice,Busan,2,2,0,MEKA Base,Atlanta Reign,Washington Justice,Atlanta Reign,Washington Justice,0,0,0,0,100,90,2,0
2019-04-14T21:03:00Z,2019-04-14T21:07:00Z,Overwatch League Stage 2,21240,2,Atlanta Reign,Washington Justice,Atlanta Reign,Paris,1,1,0,NULL,Atlanta Reign,Washington Justice,Washington Justice,Atlanta Reign,0,0,0,0,NULL,NULL,0,0
2019-04-14T21:10:00Z,2019-04-14T21:13:00Z,Overwatch League Stage 2,21240,2,Atlanta Reign,Washington Justice,Atlanta Reign,Paris,2,1,0,NULL,Washington Justice,Atlanta Reign,Washington Justice,Atlanta Reign,0,0,55.15901184,0,NULL,NULL,1,0
2019-04-14T21:25:00Z,2019-04-14T21:33:00Z,Overwatch League Stage 2,21240,3,Atlanta Reign,Atlanta Reign,Washington Justice,Eichenwalde,1,2,1,NULL,Washington Justice,Atlanta Reign,Atlanta Reign,Washington Justice,124.4432831,0,0,0,NULL,NULL,1,0
2019-04-14T21:36:00Z,2019-04-14T21:41:00Z,Overwatch League Stage 2,21240,3,Atlanta Reign,Atlanta Reign,Washington Justice,Eichenwalde,2,2,1,NULL,Atlanta Reign,Washington Justice,Atlanta Reign,Washington Justice,124.4512939,124.4432831,63.27000427,0,NULL,NULL,2,1
2019-04-14T21:45:00Z,2019-04-14T21:51:00Z,Overwatch League Stage 2,21240,4,Atlanta Reign,Atlanta Reign,Washington Justice,Rialto,1,4,3,NULL,Atlanta Reign,Washington Justice,Washington Justice,Atlanta Reign,88.14376831,0,140.5340271,0,NULL,NULL,3,0
2019-04-14T21:52:00Z,2019-04-14T22:00:00Z,Overwatch League Stage 2,21240,4,Atlanta Reign,Atlanta Reign,Washington Justice,Rialto,2,4,3,NULL,Washington Justice,Atlanta Reign,Washington Justice,Atlanta Reign,88.14382935,88.14376831,60,148.0450134,NULL,NULL,3,3
2019-04-14T22:01:00Z,2019-04-14T22:02:00Z,Overwatch League Stage 2,21240,4,Atlanta Reign,Atlanta Reign,Washington Justice,Rialto,3,4,3,NULL,Washington Justice,Atlanta Reign,Washington Justice,Atlanta Reign,29.66151047,88.14376831,0,148.0450134,NULL,NULL,3,3
2019-04-14T22:04:00Z,2019-04-14T22:05:00Z,Overwatch League Stage 2,21240,4,Atlanta Reign,Atlanta Reign,Washington Justice,Rialto,4,4,3,NULL,Atlanta Reign,Washington Justice,Washington Justice,Atlanta Reign,29.67415237,29.66151047,109.6270142,0,NULL,NULL,4,3
2019-04-14T22:18:00Z,2019-04-14T22:21:00Z,Overwatch League Stage 2,21323,1,New York Excelsior,New York Excelsior,Florida Mayhem,Oasis,1,2,0,City Center,New York Excelsior,Florida Mayhem,New York Excelsior,Florida Mayhem,0,0,0,0,100,40,1,0
2019-04-14T22:22:00Z,2019-04-14T22:25:00Z,Overwatch League Stage 2,21323,1,New York Excelsior,New York Excelsior,Florida Mayhem,Oasis,2,2,0,Gardens,New York Excelsior,Florida Mayhem,New York Excelsior,Florida Mayhem,0,0,0,0,100,0,2,0
